State,Year_Num,LFPR,WPR,UR,Next_LFPR_Change,Target_Improved,LFPR_YoY_Change,NonAgriculture_Pct,SecondaryPlus_Pct,VocationalTraining_Pct,PMMY_Growth,LFPR_Lag1,LFPR_Lag2
Puducherry,2017,17.0,11.608333333333334,32.333333333333336,16.97272727272727,1,,81.39999999999999,9.987134502923976,4.7,21.232553388327524,,
Puducherry,2018,33.97272727272727,30.027272727272727,12.9,-2.2143939393939327,0,16.97272727272727,79.18666666666667,9.984795321637428,6.2,24.39139904218508,17.0,
Puducherry,2019,31.758333333333336,26.583333333333332,16.9,-4.241666666666671,0,-2.2143939393939327,78.0,10.296783625730994,8.4,3.9707288676836594,33.97272727272727,17.0
Puducherry,2020,27.516666666666666,23.458333333333332,16.383333333333333,7.300000000000004,1,-4.241666666666671,49.38,10.336257309941521,9.7,-18.494783558423112,31.758333333333336,33.97272727272727
Puducherry,2021,34.81666666666667,32.59166666666667,6.983333333333333,-1.6666666666666714,0,7.300000000000004,75.55666666666666,10.447953216374268,10.5,6.0322799352542145,27.516666666666666,31.758333333333336
Puducherry,2022,33.15,29.941666666666666,10.991666666666667,0.05833333333333712,0,-1.6666666666666714,74.77,10.973214285714286,14.7,15.828587678462336,34.81666666666667,27.516666666666666
Punjab,2017,14.891666666666666,12.25,18.475,4.844696969696969,0,,76.14666666666666,9.987134502923976,4.7,21.232553388327524,,
Punjab,2018,19.736363636363635,16.918181818181818,16.272727272727273,3.313636363636366,0,4.844696969696969,75.76333333333334,9.984795321637428,6.2,24.39139904218508,14.891666666666666,
Punjab,2019,23.05,20.391666666666666,11.674999999999999,-2.075000000000003,0,3.313636363636366,73.92666666666666,10.296783625730994,8.4,3.9707288676836594,19.736363636363635,14.891666666666666
Punjab,2020,20.974999999999998,18.2,14.191666666666668,1.4666666666666686,0,-2.075000000000003,5.239999999999995,10.336257309941521,9.7,-18.494783558423112,23.05,19.736363636363635
Punjab,2021,22.441666666666666,19.433333333333334,13.858333333333334,3.6000000000000014,0,1.4666666666666686,71.49333333333333,10.447953216374268,10.5,6.0322799352542145,20.974999999999998,23.05
Punjab,2022,26.041666666666668,22.791666666666668,12.674999999999999,2.258333333333333,0,3.6000000000000014,73.05333333333333,10.973214285714286,14.7,15.828587678462336,22.441666666666666,20.974999999999998
Rajasthan,2017,20.900000000000002,19.825,7.233333333333333,6.090909090909086,1,,39.736666666666665,9.987134502923976,4.7,21.232553388327524,,
Rajasthan,2018,26.99090909090909,25.063636363636363,10.754545454545454,2.6340909090909115,0,6.090909090909086,40.063333333333325,9.984795321637428,6.2,24.39139904218508,20.900000000000002,
Rajasthan,2019,29.625,28.208333333333332,6.391666666666667,0.7249999999999979,0,2.6340909090909115,43.98666666666666,10.296783625730994,8.4,3.9707288676836594,26.99090909090909,20.900000000000002
Rajasthan,2020,30.349999999999998,28.675,8.950000000000001,0.9666666666666686,0,0.7249999999999979,0.0,10.336257309941521,9.7,-18.494783558423112,29.625,26.99090909090909
Rajasthan,2021,31.316666666666666,29.566666666666666,8.691666666666666,6.133333333333329,1,0.9666666666666686,36.64666666666667,10.447953216374268,10.5,6.0322799352542145,30.349999999999998,29.625
Rajasthan,2022,37.449999999999996,35.275,8.141666666666667,3.75833333333334,0,6.133333333333329,37.51333333333333,10.973214285714286,14.7,15.828587678462336,31.316666666666666,30.349999999999998
Sikkim,2017,37.61666666666667,34.516666666666666,8.975,6.556060606060605,1,,63.376666666666665,9.987134502923976,4.7,21.232553388327524,,
Sikkim,2018,44.17272727272727,41.99090909090909,6.290909090909091,7.668939393939397,1,6.556060606060605,55.71,9.984795321637428,6.2,24.39139904218508,37.61666666666667,
Sikkim,2019,51.84166666666667,50.416666666666664,3.0,-3.5,0,7.668939393939397,64.23666666666666,10.296783625730994,8.4,3.9707288676836594,44.17272727272727,37.61666666666667
Sikkim,2020,48.34166666666667,47.40833333333333,2.983333333333334,-1.6083333333333414,0,-3.5,0.0,10.336257309941521,9.7,-18.494783558423112,51.84166666666667,44.17272727272727
Sikkim,2021,46.73333333333333,44.625,5.508333333333333,7.708333333333336,1,-1.6083333333333414,60.40333333333333,10.447953216374268,10.5,6.0322799352542145,48.34166666666667,51.84166666666667
Sikkim,2022,54.44166666666666,51.35,5.983333333333333,-1.2166666666666615,0,7.708333333333336,50.46333333333333,10.973214285714286,14.7,15.828587678462336,46.73333333333333,48.34166666666667
Tamil Nadu,2017,30.741666666666664,27.224999999999998,12.266666666666666,5.012878787878794,1,,66.71666666666665,9.987134502923976,4.7,21.232553388327524,,
Tamil Nadu,2018,35.75454545454546,31.91818181818182,13.4,-0.1128787878787918,0,5.012878787878794,68.3,9.984795321637428,6.2,24.39139904218508,30.741666666666664,
Tamil Nadu,2019,35.641666666666666,32.791666666666664,9.15,1.6000000000000014,0,-0.1128787878787918,64.41666666666667,10.296783625730994,8.4,3.9707288676836594,35.75454545454546,30.741666666666664
Tamil Nadu,2020,37.24166666666667,33.90833333333333,10.641666666666667,-2.1666666666666714,0,1.6000000000000014,0.0,10.336257309941521,9.7,-18.494783558423112,35.641666666666666,35.75454545454546
Tamil Nadu,2021,35.074999999999996,32.525,8.741666666666667,-0.6583333333333314,0,-2.1666666666666714,63.60333333333333,10.447953216374268,10.5,6.0322799352542145,37.24166666666667,35.641666666666666
Tamil Nadu,2022,34.416666666666664,31.599999999999998,9.891666666666667,2.433333333333337,0,-0.6583333333333314,64.63666666666667,10.973214285714286,14.7,15.828587678462336,35.074999999999996,37.24166666666667
Telangana,2017,28.75,25.55,12.508333333333333,7.531818181818181,1,,54.74666666666667,9.987134502923976,4.7,21.232553388327524,,
Telangana,2018,36.28181818181818,31.781818181818185,16.21818181818182,1.8431818181818187,0,7.531818181818181,57.129999999999995,9.984795321637428,6.2,24.39139904218508,28.75,
Telangana,2019,38.125,34.53333333333333,11.041666666666666,-0.42500000000000426,0,1.8431818181818187,54.526666666666664,10.296783625730994,8.4,3.9707288676836594,36.28181818181818,28.75
Telangana,2020,37.699999999999996,34.949999999999996,9.575000000000001,-0.06666666666666288,0,-0.42500000000000426,0.0,10.336257309941521,9.7,-18.494783558423112,38.125,36.28181818181818
Telangana,2021,37.63333333333333,34.608333333333334,9.825000000000001,-0.3083333333333371,0,-0.06666666666666288,51.61666666666667,10.447953216374268,10.5,6.0322799352542145,37.699999999999996,38.125
Telangana,2022,37.324999999999996,34.833333333333336,8.625,3.19166666666667,0,-0.3083333333333371,53.053333333333335,10.973214285714286,14.7,15.828587678462336,37.63333333333333,37.699999999999996
The Dadra and Nagar Haveli and Daman and Diu,2017,28.416666666666668,27.758333333333336,6.629166666666666,0.07878787878787818,0,,70.81666666666666,9.987134502923976,4.7,21.232553388327524,,
The Dadra and Nagar Haveli and Daman and Diu,2018,28.495454545454546,28.10909090909091,2.022727272727273,10.504545454545454,1,0.07878787878787818,72.07333333333334,9.984795321637428,6.2,24.39139904218508,28.416666666666668,
The Dadra and Nagar Haveli and Daman and Diu,2019,39.0,38.42916666666667,1.6666666666666667,-10.491666666666664,0,10.504545454545454,57.75,10.296783625730994,8.4,3.9707288676836594,28.495454545454546,28.416666666666668
The Dadra and Nagar Haveli and Daman and Diu,2020,28.508333333333336,27.808333333333334,4.991666666666666,11.291666666666668,1,-10.491666666666664,0.0,10.336257309941521,9.7,-18.494783558423112,39.0,28.495454545454546
The Dadra and Nagar Haveli and Daman and Diu,2021,39.800000000000004,36.00833333333333,10.466666666666667,-1.5750000000000028,0,11.291666666666668,55.68666666666667,10.447953216374268,10.5,6.0322799352542145,28.508333333333336,39.0
The Dadra and Nagar Haveli and Daman and Diu,2022,38.225,35.300000000000004,7.258333333333333,5.233333333333334,1,-1.5750000000000028,51.29333333333333,10.973214285714286,14.7,15.828587678462336,39.800000000000004,28.508333333333336
Tripura,2017,12.799999999999999,10.325000000000001,18.416666666666668,6.0545454545454565,1,,77.30666666666666,9.987134502923976,4.7,21.232553388327524,,
Tripura,2018,18.854545454545455,11.854545454545455,40.71818181818182,0.9871212121212096,0,6.0545454545454565,73.80666666666667,9.984795321637428,6.2,24.39139904218508,12.799999999999999,
Tripura,2019,19.841666666666665,18.849999999999998,6.108333333333333,4.708333333333336,0,0.9871212121212096,61.31333333333333,10.296783625730994,8.4,3.9707288676836594,18.854545454545455,12.799999999999999
Tripura,2020,24.55,23.28333333333333,6.625,-2.9750000000000014,0,4.708333333333336,0.0,10.336257309941521,9.7,-18.494783558423112,19.841666666666665,18.854545454545455
Tripura,2021,21.575,19.841666666666665,9.875,7.533333333333335,1,-2.9750000000000014,70.90333333333332,10.447953216374268,10.5,6.0322799352542145,24.55,19.841666666666665
Tripura,2022,29.108333333333334,28.316666666666666,3.525,9.166666666666664,1,7.533333333333335,61.85333333333333,10.973214285714286,14.7,15.828587678462336,21.575,24.55
Uttar Pradesh,2017,10.924999999999999,10.174999999999999,7.7,0.7113636363636378,0,,50.36000000000001,9.987134502923976,4.7,21.232553388327524,,
Uttar Pradesh,2018,11.636363636363637,11.10909090909091,6.145454545454545,2.380303030303029,0,0.7113636363636378,44.73666666666667,9.984795321637428,6.2,24.39139904218508,10.924999999999999,
Uttar Pradesh,2019,14.016666666666666,13.15,7.1499999999999995,3.116666666666667,0,2.380303030303029,44.63666666666668,10.296783625730994,8.4,3.9707288676836594,11.636363636363637,10.924999999999999
Uttar Pradesh,2020,17.133333333333333,15.966666666666667,8.808333333333334,2.541666666666668,0,3.116666666666667,0.0,10.336257309941521,9.7,-18.494783558423112,14.016666666666666,11.636363636363637
Uttar Pradesh,2021,19.675,18.866666666666667,5.516666666666667,2.916666666666668,0,2.541666666666668,40.46333333333334,10.447953216374268,10.5,6.0322799352542145,17.133333333333333,14.016666666666666
Uttar Pradesh,2022,22.59166666666667,21.59166666666667,6.433333333333334,3.5083333333333293,0,2.916666666666668,38.38333333333333,10.973214285714286,14.7,15.828587678462336,19.675,17.133333333333333
Uttarakhand,2017,15.291666666666666,12.516666666666666,20.15,4.053787878787881,0,,47.07333333333333,9.987134502923976,4.7,21.232553388327524,,
Uttarakhand,2018,19.345454545454547,14.29090909090909,29.563636363636363,7.07121212121212,1,4.053787878787881,50.42000000000001,9.984795321637428,6.2,24.39139904218508,15.291666666666666,
Uttarakhand,2019,26.416666666666668,23.833333333333332,11.658333333333333,-1.1750000000000043,0,7.07121212121212,47.46,10.296783625730994,8.4,3.9707288676836594,19.345454545454547,15.291666666666666
Uttarakhand,2020,25.241666666666664,23.0,11.508333333333333,1.6666666666666679,0,-1.1750000000000043,0.0,10.336257309941521,9.7,-18.494783558423112,26.416666666666668,19.345454545454547
Uttarakhand,2021,26.90833333333333,24.366666666666664,11.225,3.625,0,1.6666666666666679,43.81,10.447953216374268,10.5,6.0322799352542145,25.241666666666664,26.416666666666668
Uttarakhand,2022,30.53333333333333,28.266666666666666,9.141666666666667,6.858333333333334,1,3.625,42.223333333333336,10.973214285714286,14.7,15.828587678462336,26.90833333333333,25.241666666666664
West Bengal,2017,19.491666666666667,18.416666666666668,5.425,3.262878787878787,0,,69.49333333333334,9.987134502923976,4.7,21.232553388327524,,
West Bengal,2018,22.754545454545454,21.88181818181818,4.245454545454546,-0.12954545454545396,0,3.262878787878787,74.25,9.984795321637428,6.2,24.39139904218508,19.491666666666667,
West Bengal,2019,22.625,21.383333333333336,5.508333333333333,3.416666666666668,0,-0.12954545454545396,67.24333333333334,10.296783625730994,8.4,3.9707288676836594,22.754545454545454,19.491666666666667
West Bengal,2020,26.041666666666668,25.041666666666668,4.058333333333334,-0.8916666666666657,0,3.416666666666668,0.0,10.336257309941521,9.7,-18.494783558423112,22.625,22.754545454545454
West Bengal,2021,25.150000000000002,24.316666666666666,3.525,4.724999999999998,0,-0.8916666666666657,64.62666666666668,10.447953216374268,10.5,6.0322799352542145,26.041666666666668,22.625
West Bengal,2022,29.875,28.816666666666666,3.891666666666667,6.083333333333336,1,4.724999999999998,65.51,10.973214285714286,14.7,15.828587678462336,25.150000000000002,26.041666666666668
