Country,State,Year,Quarter,Type Of Areas,Gender,"Average Wage Or Salary Earnings (UOM:%(Percentage)), Scaling Factor:1","Estimated Number Of Wage Or Salary Workers (UOM:Number), Scaling Factor:100","Sample Number Of Wage Or Salary Workers (UOM:Number), Scaling Factor:1","Average Wage Earnings Per Day (UOM:%(Percentage)), Scaling Factor:1","Estimated Number Of Days Worked As Casual Labour (UOM:Number), Scaling Factor:1","Sample Number Of Days Worked As Casual Labour (UOM:Number), Scaling Factor:1","Average Gross Earnings During Last 30 Days From Self-Employment Among Self-Employed Persons In Current Weekly Statu (UOM:%(Percentage)), Scaling Factor:1","Estimated Number Of Self Employed Persons In Current Weekly Status (Cws) (UOM:Number), Scaling Factor:100","Sample Number Of Self-Employed Persons In Current Weekly Status (Cws) (UOM:Number), Scaling Factor:1"
India,Kerala,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Persons,22960.16,,27174,813.81,,33838,16576.71,,21298
India,Kerala,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Male,23925.45,,23209,820.04,,49849,18173.03,,25866
India,Kerala,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Female,16837.09,,7625,439.51,,9633,7408.58,,6352
India,Kerala,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Persons,20744.35,,30834,761.3,,59482,15622.86,,32218
India,Ladakh,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Male,46826.79,,2798,631.91,,19950,12878.31,,8307
India,Ladakh,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Female,35000,,862,0,,5694,7747.55,,2613
India,Ladakh,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Persons,46244.3,,3660,631.91,,25644,9648.73,,10920
India,Ladakh,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Male,40763.69,,20411,864.8,,29899,15095.65,,17559
India,Ladakh,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Female,33702.41,,6763,0,,3939,9588.72,,3739
India,Ladakh,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Persons,38108.84,,27174,864.8,,33838,13782.88,,21298
India,Ladakh,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Male,46075.96,,23209,644.52,,49849,13334.74,,25866
India,Ladakh,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Female,34193.21,,7625,0,,9633,7831.48,,6352
India,Ladakh,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Persons,44802.83,,30834,644.52,,59482,10111.71,,32218
India,Lakshadweep,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Male,17675.91,,2798,730.83,,19950,20006.15,,8307
India,Lakshadweep,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Female,47000,,862,0,,5694,2000,,2613
India,Lakshadweep,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Persons,29797.9,,3660,730.83,,25644,18233.28,,10920
India,Lakshadweep,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Male,47931.57,,20411,650.45,,29899,16413.49,,17559
India,Lakshadweep,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Female,23307.52,,6763,0,,3939,7196.57,,3739
India,Lakshadweep,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Persons,36657.24,,27174,650.45,,33838,13892.98,,21298
India,Lakshadweep,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Male,44359.71,,23209,681.08,,49849,18298.46,,25866
India,Lakshadweep,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Female,25687.9,,7625,0,,9633,5935.98,,6352
India,Lakshadweep,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Persons,35902.09,,30834,681.08,,59482,15936.27,,32218
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Male,11706.19,,2798,300.32,,19950,10768.35,,8307
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Female,7702.65,,862,210.34,,5694,5773.9,,2613
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Persons,11044.72,,3660,285.48,,25644,10163.1,,10920
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Male,19137.14,,20411,352.24,,29899,16384.91,,17559
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Female,18578.66,,6763,230.1,,3939,7355.13,,3739
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Persons,19025.88,,27174,336.77,,33838,15019.45,,21298
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Male,15939.79,,23209,307.17,,49849,11776.98,,25866
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Female,14496.54,,7625,212.32,,9633,6122.49,,6352
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Persons,15672.89,,30834,291.99,,59482,11060.36,,32218
India,Maharashtra,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Male,15623.52,,2798,352.74,,19950,13035,,8307
India,Maharashtra,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Female,7884.73,,862,207.76,,5694,6896.62,,2613
India,Maharashtra,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Persons,13817.26,,3660,296.31,,25644,11970.05,,10920
India,Maharashtra,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Male,24929.96,,20411,462.22,,29899,26222.01,,17559
India,Maharashtra,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Female,18835,,6763,268.2,,3939,10689.75,,3739
India,Maharashtra,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Persons,23225.64,,27174,429.25,,33838,23327.67,,21298
India,Maharashtra,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Male,22823.69,,23209,376.45,,49849,17710.44,,25866
India,Maharashtra,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Female,16791.37,,7625,212.69,,9633,8318.04,,6352
India,Maharashtra,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Persons,21197.01,,30834,318.78,,59482,16037.72,,32218
India,Manipur,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Male,20440.09,,2798,597.87,,19950,14903.09,,8307
India,Manipur,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Female,13704.71,,862,500,,5694,6480.02,,2613
India,Manipur,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Persons,19438.96,,3660,596.71,,25644,12875.66,,10920
India,Manipur,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Male,24325.86,,20411,509.19,,29899,15543.65,,17559
India,Manipur,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Female,22926.32,,6763,510.54,,3939,8525.86,,3739
India,Manipur,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Persons,23973.82,,27174,509.24,,33838,13356.83,,21298
India,Manipur,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Male,21668.09,,23209,559.83,,49849,15049.75,,25866
India,Manipur,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Female,18045.7,,7625,507.43,,9633,7089.19,,6352
India,Manipur,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Persons,21001.25,,30834,558.63,,59482,12994.37,,32218
India,Meghalaya,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Male,14031.23,,2798,399.67,,19950,13836.22,,8307
India,Meghalaya,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Female,12705.17,,862,248.06,,5694,4563.8,,2613
India,Meghalaya,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Persons,13390.64,,3660,353.93,,25644,10973.56,,10920
India,Meghalaya,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Male,28142.61,,20411,459.87,,29899,21091.13,,17559
India,Meghalaya,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Female,22191.83,,6763,331.92,,3939,10853.13,,3739
India,Meghalaya,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Persons,25768.99,,27174,439.18,,33838,17579.89,,21298
India,Meghalaya,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Male,19088.17,,23209,405.24,,49849,14495.23,,25866
India,Meghalaya,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Female,15398.96,,7625,251.71,,9633,5221.43,,6352
India,Meghalaya,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Persons,17406.79,,30834,360.61,,59482,11601.95,,32218
India,Mizoram,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Male,31401.6,,2798,406.95,,19950,15121.79,,8307
India,Mizoram,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Female,22270.04,,862,0,,5694,9929.74,,2613
India,Mizoram,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Persons,29486.43,,3660,406.95,,25644,13342.98,,10920
India,Mizoram,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Male,32699.44,,20411,433.36,,29899,21668.75,,17559
India,Mizoram,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Female,26299.3,,6763,431.37,,3939,13531.26,,3739
India,Mizoram,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Persons,31179.96,,27174,433.28,,33838,18896.04,,21298
India,Mizoram,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Male,32206.67,,23209,421.26,,49849,17567.12,,25866
India,Mizoram,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Female,24917.77,,7625,431.37,,9633,11267.93,,6352
India,Mizoram,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Persons,30551.11,,30834,421.48,,59482,15413.39,,32218
India,Nagaland,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Male,25622.03,,2798,495.18,,19950,11745.45,,8307
India,Nagaland,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Female,16486.55,,862,490.09,,5694,5773.26,,2613
India,Nagaland,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Persons,23866.53,,3660,493.7,,25644,9921.89,,10920
India,Nagaland,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Male,28929.49,,20411,480.54,,29899,15565.82,,17559
India,Nagaland,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Female,28768.95,,6763,500,,3939,9522.41,,3739
India,Nagaland,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Persons,28888.6,,27174,481.29,,33838,13038.03,,21298
India,Nagaland,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Male,26834.39,,23209,489.4,,49849,12433.92,,25866
India,Nagaland,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Female,22062.33,,7625,490.69,,9633,6764.83,,6352
India,Nagaland,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Persons,25802.33,,30834,489.67,,59482,10569.79,,32218
India,Odisha,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Male,17264.02,,2798,373.28,,19950,9613.33,,8307
India,Odisha,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Female,8417.84,,862,212.62,,5694,3519.17,,2613
India,Odisha,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Persons,15334.62,,3660,345.82,,25644,8497.59,,10920
India,Odisha,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Male,23469.94,,20411,391.94,,29899,18476.39,,17559
India,Odisha,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Female,18500.54,,6763,308.59,,3939,9043.5,,3739
India,Odisha,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Persons,22341.76,,27174,378.7,,33838,16930.87,,21298
India,Odisha,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Male,19698.06,,23209,375.31,,49849,10525.32,,25866
India,Odisha,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Female,12496.98,,7625,222.31,,9633,4022.68,,6352
India,Odisha,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Persons,18102.1,,30834,349.36,,59482,9347.4,,32218
India,Puducherry,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Male,25747.44,,2798,515.79,,19950,12355.28,,8307
India,Puducherry,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Female,12474.05,,862,163.32,,5694,5702.06,,2613
India,Puducherry,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Persons,21062.85,,3660,476.67,,25644,9585.18,,10920
India,Puducherry,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Male,28318.04,,20411,610.25,,29899,21301.93,,17559
India,Puducherry,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Female,26378.04,,6763,386.05,,3939,7702.97,,3739
India,Puducherry,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Persons,27738.19,,27174,595.97,,33838,18876.83,,21298
India,Puducherry,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Male,27155.17,,23209,562.67,,49849,17085.59,,25866
India,Puducherry,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Female,19233.88,,7625,241.14,,9633,6211.23,,6352
India,Puducherry,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Persons,24585.38,,30834,534.33,,59482,13705.91,,32218
India,Punjab,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Male,16609.22,,2798,422.2,,19950,18921.05,,8307
India,Punjab,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Female,11842.87,,862,276.06,,5694,6080.7,,2613
India,Punjab,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Persons,15865.13,,3660,400.83,,25644,15890.98,,10920
India,Punjab,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Male,20843.57,,20411,431.16,,29899,24106.44,,17559
India,Punjab,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Female,13758.39,,6763,370.75,,3939,17873.91,,3739
India,Punjab,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Persons,19060.63,,27174,429.07,,33838,23027.69,,21298
India,Punjab,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Male,18645.48,,23209,424.3,,49849,20371.98,,25866
India,Punjab,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Female,13044.68,,7625,281.75,,9633,8538.64,,6352
India,Punjab,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Persons,17497.76,,30834,406.85,,59482,17776.14,,32218
India,Rajasthan,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Male,16246.4,,2798,387.6,,19950,11336.95,,8307
India,Rajasthan,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Female,19956.79,,862,354.22,,5694,7094.41,,2613
India,Rajasthan,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Persons,16659.36,,3660,384.77,,25644,10532.99,,10920
India,Rajasthan,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Male,25102.74,,20411,422.06,,29899,20297.11,,17559
India,Rajasthan,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Female,23966.81,,6763,400,,3939,6076.54,,3739
India,Rajasthan,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Persons,24892.83,,27174,420.45,,33838,18052.46,,21298
India,Rajasthan,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Male,20637,,23209,393.86,,49849,13021.57,,25866
India,Rajasthan,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Female,22524.11,,7625,361.47,,9633,6935.05,,6352
India,Rajasthan,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Persons,20918.78,,30834,391.19,,59482,11903.29,,32218
India,Sikkim,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Male,29922.3,,2798,574.31,,19950,11374.05,,8307
India,Sikkim,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Female,24823.34,,862,443.12,,5694,4435.39,,2613
India,Sikkim,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Persons,28555.57,,3660,552.96,,25644,7812.74,,10920
India,Sikkim,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Male,25746.31,,20411,612.62,,29899,21855.28,,17559
India,Sikkim,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Female,21114.79,,6763,532,,3939,15157.62,,3739
India,Sikkim,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Persons,24356.39,,27174,591.32,,33838,20399.99,,21298
India,Sikkim,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Male,28759.59,,23209,582.21,,49849,13255.32,,25866
India,Sikkim,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Female,23669.23,,7625,471.96,,9633,5019.26,,6352
India,Sikkim,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Persons,27348.25,,30834,561.72,,59482,9320.01,,32218
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Male,15900.99,,2798,573.77,,19950,15069.38,,8307
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Female,12505.68,,862,274.73,,5694,5023.29,,2613
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Persons,14907.67,,3660,487.2,,25644,12679.59,,10920
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Male,22800.08,,20411,597.5,,29899,21558.55,,17559
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Female,18310.27,,6763,386.55,,3939,7689.35,,3739
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Persons,21518.88,,27174,561.6,,33838,18917.74,,21298
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Male,20071.94,,23209,580.46,,49849,17629.61,,25866
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Female,15966.15,,7625,293.18,,9633,5901.25,,6352
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Persons,18888.56,,30834,505.92,,59482,15051.33,,32218
India,Telangana,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Male,20428.44,,2798,481.54,,19950,17148.61,,8307
India,Telangana,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Female,9470.09,,862,309.45,,5694,10028.02,,2613
India,Telangana,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Persons,18292.46,,3660,378.25,,25644,15960.44,,10920
India,Telangana,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Male,30125.78,,20411,591.73,,29899,24118.2,,17559
India,Telangana,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Female,20449.13,,6763,453.29,,3939,8481.94,,3739
India,Telangana,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Persons,27606.87,,27174,563.17,,33838,21739.93,,21298
India,Telangana,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Male,26695.02,,23209,503.17,,49849,18919.84,,25866
India,Telangana,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Female,17445.31,,7625,315.29,,9633,9666.52,,6352
India,Telangana,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Persons,24489.66,,30834,398.51,,59482,17410.06,,32218
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Male,10534.38,,2798,288.28,,19950,4647.53,,8307
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Female,7053.23,,862,0,,5694,2567.1,,2613
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Persons,10015.61,,3660,288.28,,25644,3353.97,,10920
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Male,16326.9,,20411,0,,29899,19034.83,,17559
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Female,10082.88,,6763,0,,3939,5673.5,,3739
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Persons,15491.79,,27174,0,,33838,16463.2,,21298
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Male,14697.94,,23209,288.28,,49849,13998.27,,25866
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Female,9151.67,,7625,0,,9633,3225.92,,6352
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Persons,13932.02,,30834,288.28,,59482,9451.29,,32218
India,Tripura,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Male,18392.93,,2798,443,,19950,15959.71,,8307
India,Tripura,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Female,13526.18,,862,368.31,,5694,4032.55,,2613
India,Tripura,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Persons,16929.9,,3660,430.78,,25644,12141.98,,10920
India,Tripura,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Male,24839.13,,20411,445.05,,29899,18052.56,,17559
India,Tripura,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Female,18462.53,,6763,335.12,,3939,7095.54,,3739
India,Tripura,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Persons,23047.55,,27174,437.59,,33838,16192.62,,21298
