Country,State,Year,Quarter,Type Of Areas,Gender,"Average Wage Or Salary Earnings (UOM:%(Percentage)), Scaling Factor:1","Estimated Number Of Wage Or Salary Workers (UOM:Number), Scaling Factor:100","Sample Number Of Wage Or Salary Workers (UOM:Number), Scaling Factor:1","Average Wage Earnings Per Day (UOM:%(Percentage)), Scaling Factor:1","Estimated Number Of Days Worked As Casual Labour (UOM:Number), Scaling Factor:1","Sample Number Of Days Worked As Casual Labour (UOM:Number), Scaling Factor:1","Average Gross Earnings During Last 30 Days From Self-Employment Among Self-Employed Persons In Current Weekly Statu (UOM:%(Percentage)), Scaling Factor:1","Estimated Number Of Self Employed Persons In Current Weekly Status (Cws) (UOM:Number), Scaling Factor:100","Sample Number Of Self-Employed Persons In Current Weekly Status (Cws) (UOM:Number), Scaling Factor:1"
India,Telangana,"PLFS Year (Jul - Jun), 2023","October - December, 2023",Rural + Urban,Female,19784.2,,7856,297.52,,9664,6772.33,,6799
India,Telangana,"PLFS Year (Jul - Jun), 2023","October - December, 2023",Rural + Urban,Persons,25670.42,,31418,384.54,,60083,15980.53,,32709
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2023","October - December, 2023",Rural,Male,13412.54,,2927,379.43,,19716,13705.99,,8331
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2023","October - December, 2023",Rural,Female,6420.23,,889,0,,5566,3210.26,,2780
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2023","October - December, 2023",Rural,Persons,11989.63,,3816,379.43,,25282,10858.68,,11111
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2023","October - December, 2023",Urban,Male,18445.88,,20635,0,,30703,21703.51,,17579
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2023","October - December, 2023",Urban,Female,11306.47,,6967,0,,4098,6302.49,,4019
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2023","October - December, 2023",Urban,Persons,17677.54,,27602,0,,34801,18418.91,,21598
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2023","October - December, 2023",Rural + Urban,Male,16706.33,,23562,379.43,,50419,17383.37,,25910
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2023","October - December, 2023",Rural + Urban,Female,8726.32,,7856,0,,9664,4393.52,,6799
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2023","October - December, 2023",Rural + Urban,Persons,15563.1,,31418,379.43,,60083,14191.66,,32709
India,Tripura,"PLFS Year (Jul - Jun), 2023","October - December, 2023",Rural,Male,17105.72,,2927,429.7,,19716,16184.92,,8331
India,Tripura,"PLFS Year (Jul - Jun), 2023","October - December, 2023",Rural,Female,9536.23,,889,340.69,,5566,4340.13,,2780
India,Tripura,"PLFS Year (Jul - Jun), 2023","October - December, 2023",Rural,Persons,15608.18,,3816,422.88,,25282,12919.51,,11111
India,Tripura,"PLFS Year (Jul - Jun), 2023","October - December, 2023",Urban,Male,25352.35,,20635,469.86,,30703,21038.91,,17579
India,Tripura,"PLFS Year (Jul - Jun), 2023","October - December, 2023",Urban,Female,19792.82,,6967,366.69,,4098,5840.78,,4019
India,Tripura,"PLFS Year (Jul - Jun), 2023","October - December, 2023",Urban,Persons,23755.96,,27602,466.99,,34801,18015.02,,21598
India,Tripura,"PLFS Year (Jul - Jun), 2023","October - December, 2023",Rural + Urban,Male,19221.8,,23562,434.71,,50419,16851.87,,25910
India,Tripura,"PLFS Year (Jul - Jun), 2023","October - December, 2023",Rural + Urban,Female,13233.85,,7856,341.91,,9664,4481.44,,6799
India,Tripura,"PLFS Year (Jul - Jun), 2023","October - December, 2023",Rural + Urban,Persons,17887.55,,31418,428.14,,60083,13561.03,,32709
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2023","October - December, 2023",Rural,Male,14629.22,,2927,384.37,,19716,10133.91,,8331
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2023","October - December, 2023",Rural,Female,6984.7,,889,252.72,,5566,3586.9,,2780
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2023","October - December, 2023",Rural,Persons,13712.47,,3816,375.29,,25282,8558.11,,11111
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2023","October - December, 2023",Urban,Male,23161.94,,20635,412.61,,30703,16498.72,,17579
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2023","October - December, 2023",Urban,Female,23024.88,,6967,355.37,,4098,6336.86,,4019
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2023","October - December, 2023",Urban,Persons,23142.76,,27602,409.75,,34801,15569.17,,21598
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2023","October - December, 2023",Rural + Urban,Male,18522.7,,23562,387.4,,50419,11225.06,,25910
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2023","October - December, 2023",Rural + Urban,Female,15013.68,,7856,260.79,,9664,3756.48,,6799
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2023","October - December, 2023",Rural + Urban,Persons,18069.42,,31418,378.92,,60083,9591.74,,32709
India,Uttarakhand,"PLFS Year (Jul - Jun), 2023","October - December, 2023",Rural,Male,19412.17,,2927,423.16,,19716,13284.05,,8331
India,Uttarakhand,"PLFS Year (Jul - Jun), 2023","October - December, 2023",Rural,Female,12918.32,,889,377.1,,5566,6234.08,,2780
India,Uttarakhand,"PLFS Year (Jul - Jun), 2023","October - December, 2023",Rural,Persons,17899.59,,3816,420.01,,25282,11908.57,,11111
India,Uttarakhand,"PLFS Year (Jul - Jun), 2023","October - December, 2023",Urban,Male,22601.81,,20635,487.19,,30703,20128.16,,17579
India,Uttarakhand,"PLFS Year (Jul - Jun), 2023","October - December, 2023",Urban,Female,21733.05,,6967,433.86,,4098,10354.11,,4019
India,Uttarakhand,"PLFS Year (Jul - Jun), 2023","October - December, 2023",Urban,Persons,22415.75,,27602,486.31,,34801,19340.44,,21598
India,Uttarakhand,"PLFS Year (Jul - Jun), 2023","October - December, 2023",Rural + Urban,Male,20422.31,,23562,433.43,,50419,14875.66,,25910
India,Uttarakhand,"PLFS Year (Jul - Jun), 2023","October - December, 2023",Rural + Urban,Female,15507.88,,7856,379.48,,9664,6640.96,,6799
India,Uttarakhand,"PLFS Year (Jul - Jun), 2023","October - December, 2023",Rural + Urban,Persons,19306.33,,31418,430.17,,60083,13466.74,,32709
India,West Bengal,"PLFS Year (Jul - Jun), 2023","October - December, 2023",Rural,Male,11311.93,,2927,372.12,,19716,10390.54,,8331
India,West Bengal,"PLFS Year (Jul - Jun), 2023","October - December, 2023",Rural,Female,14609.77,,889,255.95,,5566,2771.86,,2780
India,West Bengal,"PLFS Year (Jul - Jun), 2023","October - December, 2023",Rural,Persons,11871.08,,3816,356.02,,25282,7848.78,,11111
India,West Bengal,"PLFS Year (Jul - Jun), 2023","October - December, 2023",Urban,Male,21235.66,,20635,400.27,,30703,15910.06,,17579
India,West Bengal,"PLFS Year (Jul - Jun), 2023","October - December, 2023",Urban,Female,13524.08,,6967,301.31,,4098,5493.81,,4019
India,West Bengal,"PLFS Year (Jul - Jun), 2023","October - December, 2023",Urban,Persons,18816.56,,27602,393.59,,34801,13503.53,,21598
India,West Bengal,"PLFS Year (Jul - Jun), 2023","October - December, 2023",Rural + Urban,Male,16608.69,,23562,376.7,,50419,11734.77,,25910
India,West Bengal,"PLFS Year (Jul - Jun), 2023","October - December, 2023",Rural + Urban,Female,13828.8,,7856,259.59,,9664,3212.61,,6799
India,West Bengal,"PLFS Year (Jul - Jun), 2023","October - December, 2023",Rural + Urban,Persons,15904.65,,31418,361.73,,60083,9082.3,,32709
India,Andaman and Nicobar Islands,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Male,47753.93,,2798,674.86,,19950,13556.4,,8307
India,Andaman and Nicobar Islands,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Female,27915.94,,862,457.1,,5694,6789.91,,2613
India,Andaman and Nicobar Islands,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Persons,42826.13,,3660,571.55,,25644,11926.81,,10920
India,Andaman and Nicobar Islands,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Male,44236.87,,20411,583.69,,29899,36667.93,,17559
India,Andaman and Nicobar Islands,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Female,22625.42,,6763,344.38,,3939,30161.56,,3739
India,Andaman and Nicobar Islands,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Persons,37790.83,,27174,521.4,,33838,35488.89,,21298
India,Andaman and Nicobar Islands,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Male,46173.16,,23209,609.94,,49849,20797.04,,25866
India,Andaman and Nicobar Islands,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Female,25206.24,,7625,401.77,,9633,12432.76,,6352
India,Andaman and Nicobar Islands,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Persons,40477.18,,30834,539.59,,59482,18930.89,,32218
India,Andhra Pradesh,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Male,20489.74,,2798,533.34,,19950,15408,,8307
India,Andhra Pradesh,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Female,11027.45,,862,319.81,,5694,7683.91,,2613
India,Andhra Pradesh,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Persons,17948.1,,3660,455.26,,25644,13670.2,,10920
India,Andhra Pradesh,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Male,25092.74,,20411,561.2,,29899,19060.99,,17559
India,Andhra Pradesh,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Female,19063.17,,6763,401.05,,3939,7145.26,,3739
India,Andhra Pradesh,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Persons,23164.31,,27174,536.25,,33838,16206.5,,21298
India,Andhra Pradesh,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Male,22769.78,,23209,537,,49849,16333.41,,25866
India,Andhra Pradesh,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Female,15502.36,,7625,323.57,,9633,7538.96,,6352
India,Andhra Pradesh,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Persons,20626.56,,30834,463.54,,59482,14321.87,,32218
India,Arunachal Pradesh,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Male,33960.28,,2798,441.99,,19950,12348.45,,8307
India,Arunachal Pradesh,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Female,20872.18,,862,300,,5694,6553.68,,2613
India,Arunachal Pradesh,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Persons,30166.02,,3660,427.38,,25644,10507.98,,10920
India,Arunachal Pradesh,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Male,33774.19,,20411,434.65,,29899,17900.49,,17559
India,Arunachal Pradesh,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Female,29240.59,,6763,450,,3939,10821.49,,3739
India,Arunachal Pradesh,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Persons,32639.27,,27174,435.16,,33838,15734.7,,21298
India,Arunachal Pradesh,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Male,33902.3,,23209,440.3,,49849,12931.62,,25866
India,Arunachal Pradesh,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Female,23132.78,,7625,312.22,,9633,6980.61,,6352
India,Arunachal Pradesh,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Persons,30908.05,,30834,429.07,,59482,11048.7,,32218
India,Assam,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Male,12052.99,,2798,488.86,,19950,22278.93,,8307
India,Assam,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Female,6402.01,,862,225.23,,5694,3827.5,,2613
India,Assam,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Persons,9952.91,,3660,484.8,,25644,21338.13,,10920
India,Assam,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Male,23069.27,,20411,475.97,,29899,18435.65,,17559
India,Assam,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Female,17567.21,,6763,349.16,,3939,9242.98,,3739
India,Assam,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Persons,21598.67,,27174,467.07,,33838,17090.71,,21298
India,Assam,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Male,13539.29,,23209,488.81,,49849,22223.41,,25866
India,Assam,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Female,7381.79,,7625,227.7,,9633,4069.4,,6352
India,Assam,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Persons,11326.77,,30834,484.72,,59482,21270.03,,32218
India,Bihar,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Male,19397.5,,2798,385.61,,19950,12440.38,,8307
India,Bihar,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Female,14764.97,,862,304.71,,5694,4088.41,,2613
India,Bihar,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Persons,18584.77,,3660,370.11,,25644,11314.86,,10920
India,Bihar,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Male,22956.57,,20411,417.5,,29899,15458.95,,17559
India,Bihar,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Female,19630.67,,6763,350.98,,3939,7451.96,,3739
India,Bihar,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Persons,22354.11,,27174,413.6,,33838,14741.93,,21298
India,Bihar,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Male,20228.18,,23209,387.05,,49849,12668.2,,25866
India,Bihar,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Female,15934.84,,7625,305.27,,9633,4253.3,,6352
India,Bihar,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Persons,19469.21,,30834,371.81,,59482,11561.59,,32218
India,Chandigarh,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Male,14364.9,,2798,500,,19950,22530.69,,8307
India,Chandigarh,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Female,10224.49,,862,0,,5694,5000,,2613
India,Chandigarh,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Persons,13092.51,,3660,500,,25644,22290.82,,10920
India,Chandigarh,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Male,25624.82,,20411,491.86,,29899,31448.32,,17559
India,Chandigarh,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Female,20165.27,,6763,409.5,,3939,23435.58,,3739
India,Chandigarh,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Persons,24402.75,,27174,486.39,,33838,30415.77,,21298
India,Chandigarh,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Male,24906.2,,23209,492.34,,49849,30885.61,,25866
India,Chandigarh,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Female,19221.72,,7625,409.5,,9633,23319.87,,6352
India,Chandigarh,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Persons,23600.11,,30834,487.15,,59482,29959.59,,32218
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Male,15148.7,,2798,224.78,,19950,6575.89,,8307
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Female,9183.16,,862,139.76,,5694,4361.82,,2613
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Persons,13618.07,,3660,191.59,,25644,6272.31,,10920
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Male,23810.19,,20411,270.96,,29899,13170.89,,17559
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Female,14169.33,,6763,185.67,,3939,6889.26,,3739
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Persons,20929.15,,27174,241.95,,33838,12221.49,,21298
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Male,18755.34,,23209,230.55,,49849,7457.16,,25866
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Female,11518.66,,7625,144.5,,9633,4734.25,,6352
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Persons,16766.85,,30834,197.47,,59482,7078.63,,32218
India,Delhi,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Male,15040.33,,2798,600,,19950,15884.61,,8307
India,Delhi,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Female,4000,,862,0,,5694,4000,,2613
India,Delhi,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Persons,13879.87,,3660,600,,25644,15747.68,,10920
India,Delhi,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Male,23805.37,,20411,547.38,,29899,27141.98,,17559
India,Delhi,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Female,25023.72,,6763,0,,3939,8818.64,,3739
India,Delhi,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Persons,23965.48,,27174,547.38,,33838,26288.27,,21298
India,Delhi,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Male,23711.05,,23209,548.8,,49849,26604.1,,25866
India,Delhi,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Female,24847.66,,7625,0,,9633,8761.65,,6352
India,Delhi,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Persons,23860.11,,30834,548.8,,59482,25801.68,,32218
India,Goa,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Male,23435.14,,2798,626.63,,19950,28532.17,,8307
India,Goa,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Female,11709.22,,862,500,,5694,0,,2613
India,Goa,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Persons,20558.44,,3660,590.83,,25644,28532.17,,10920
India,Goa,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Male,22187.37,,20411,756.65,,29899,29953.41,,17559
India,Goa,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Female,26410.64,,6763,411.85,,3939,10293.29,,3739
India,Goa,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Persons,23199.81,,27174,697.62,,33838,27642.15,,21298
India,Goa,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Male,22577.05,,23209,729.45,,49849,29295.91,,25866
India,Goa,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Female,21722.65,,7625,441.41,,9633,10293.29,,6352
India,Goa,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Persons,22370.72,,30834,672.63,,59482,28026.39,,32218
India,Gujarat,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Male,10560.45,,2798,354.15,,19950,12060.8,,8307
India,Gujarat,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Female,7459.11,,862,243.25,,5694,4682.88,,2613
India,Gujarat,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Persons,9995.87,,3660,328.76,,25644,9714.31,,10920
India,Gujarat,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Male,19790.59,,20411,403.55,,29899,22841.19,,17559
India,Gujarat,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Female,11111.5,,6763,286.44,,3939,5719.31,,3739
India,Gujarat,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Persons,18596.26,,27174,378.18,,33838,18435.91,,21298
India,Gujarat,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Male,17130.23,,23209,362.56,,49849,15550.71,,25866
India,Gujarat,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Female,9793.21,,7625,250.18,,9633,4954.74,,6352
India,Gujarat,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Persons,16023.04,,30834,337.06,,59482,12377.3,,32218
India,Haryana,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Male,19687.41,,2798,460.49,,19950,16822.83,,8307
India,Haryana,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Female,11748.53,,862,321.64,,5694,7134.76,,2613
India,Haryana,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Persons,18778.95,,3660,434.52,,25644,15488.94,,10920
India,Haryana,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Male,21504.9,,20411,478.19,,29899,21265.5,,17559
India,Haryana,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Female,18250.2,,6763,391.76,,3939,11457.54,,3739
India,Haryana,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Persons,20862.37,,27174,463,,33838,20081.1,,21298
India,Haryana,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Male,20681.9,,23209,465.62,,49849,18098.21,,25866
India,Haryana,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Female,16280.12,,7625,340.9,,9633,8246.86,,6352
India,Haryana,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Persons,19969.46,,30834,442.7,,59482,16789.04,,32218
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Male,22042.53,,2798,439.96,,19950,16011.61,,8307
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Female,17455.61,,862,417.04,,5694,4809.13,,2613
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Persons,20612.79,,3660,438.97,,25644,11071.51,,10920
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Male,29125.89,,20411,479.74,,29899,28382.39,,17559
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Female,22016.11,,6763,450,,3939,9252.21,,3739
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Persons,27102.47,,27174,478.29,,33838,23485.34,,21298
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Male,23415.4,,23209,443.23,,49849,16833.13,,25866
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Female,18250.8,,7625,420.11,,9633,4942.83,,6352
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Persons,21831.89,,30834,442.22,,59482,11701.32,,32218
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Male,25551.17,,2798,495.99,,19950,16814,,8307
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Female,10698.42,,862,0,,5694,5382.44,,2613
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Persons,23702.13,,3660,495.99,,25644,12594.17,,10920
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Male,27692.63,,20411,531.39,,29899,20634.95,,17559
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Female,27563.87,,6763,491,,3939,6322.87,,3739
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Persons,27667.57,,27174,526.72,,33838,18268.47,,21298
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Male,26130.09,,23209,500.66,,49849,17448.65,,25866
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Female,17214.45,,7625,491,,9633,5441.86,,6352
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Persons,24840.68,,30834,500.5,,59482,13336.64,,32218
India,Jharkhand,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Male,16053.93,,2798,346.18,,19950,9708.85,,8307
India,Jharkhand,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Female,11755.73,,862,283.68,,5694,3839.72,,2613
India,Jharkhand,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Persons,15781,,3660,342.65,,25644,8497.63,,10920
India,Jharkhand,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Male,25818.28,,20411,408.97,,29899,20073.64,,17559
India,Jharkhand,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Female,14710.66,,6763,356.88,,3939,6705.64,,3739
India,Jharkhand,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Persons,23597.31,,27174,404.67,,33838,18496.57,,21298
India,Jharkhand,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Male,20164.27,,23209,352.33,,49849,11320.31,,25866
India,Jharkhand,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Female,13907.61,,7625,293.92,,9633,4087.63,,6352
India,Jharkhand,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Persons,19374.49,,30834,348.87,,59482,9918.56,,32218
India,Karnataka,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Male,15184.21,,2798,481.75,,19950,16058.2,,8307
India,Karnataka,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Female,9676.34,,862,270.92,,5694,8164.11,,2613
India,Karnataka,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Persons,14086.22,,3660,402.7,,25644,14995.22,,10920
India,Karnataka,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Male,26369.61,,20411,512.11,,29899,23903.9,,17559
India,Karnataka,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Female,21123.34,,6763,309.89,,3939,9361.39,,3739
India,Karnataka,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Persons,24874.55,,27174,475.45,,33838,22187.97,,21298
India,Karnataka,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Male,21717.75,,23209,489.58,,49849,18279.7,,25866
India,Karnataka,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Female,17599.27,,7625,275.35,,9633,8467.62,,6352
India,Karnataka,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural + Urban,Persons,20681.16,,30834,417.96,,59482,17004.11,,32218
India,Kerala,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Male,21812.25,,2798,795.54,,19950,17626.99,,8307
India,Kerala,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Female,13924.22,,862,446.73,,5694,7161.97,,2613
India,Kerala,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Rural,Persons,18072.62,,3660,731.27,,25644,14898.36,,10920
India,Kerala,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Male,25536.23,,20411,858.97,,29899,18841.99,,17559
India,Kerala,"PLFS Year (Jul - Jun), 2023","July - September, 2023",Urban,Female,19514.37,,6763,416.73,,3939,7820.47,,3739
