Country,Year,Gender,Type Of Areas,Age Group,Status Of Usual Activity,Industry Of Usual Activity,"Not Literates Under Highest Level Of Education Successfully Completed (UOM:%(Percentage)), Scaling Factor:1","Literates Upto Primary Level Of Education Under Highest Level Of Education Completed (UOM:%(Percentage)), Scaling Factor:1","Persons With Middle Level Education Under Highest Level Of Education Completed (UOM:%(Percentage)), Scaling Factor:1","Persons With Secondary Level Education Under Highest Level Of Education Completed (UOM:%(Percentage)), Scaling Factor:1","Persons With Higher Secondary Level Education Under Highest Level Of Education Completed (UOM:%(Percentage)), Scaling Factor:1","Persons With Diploma Or Certificate Course Under Highest Level Of Education Completed (UOM:%(Percentage)), Scaling Factor:1","Graduates Under Highest Level Of Education Completed (UOM:%(Percentage)), Scaling Factor:1","Post Graduates And Above Under Highest Level Of Education Completed (UOM:%(Percentage)), Scaling Factor:1","Persons With Secondary Level And Above Education Under Highest Level Of Education Completed (UOM:%(Percentage)), Scaling Factor:1","All Persons Under Highest Level Of Education Completed (UOM:%(Percentage)), Scaling Factor:1","Estimated Persons Under Highest Level Of Education Completed (UOM:Number), Scaling Factor:1","Sample Persons Under Highest Level Of Education Completed (UOM:Number), Scaling Factor:1"
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,15 years and above,31,05-43,7.3,12.1,12.7,9.8,8.8,25.9,10.0,8.2,10.3,10.8,138698.0,6521.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,15 years and above,31,45-99,9.2,14.2,17.4,17.4,18.3,22.4,34.2,50.1,26.3,21.4,276297.0,15494.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,15 years and above,41,,0.2,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.1,1167.0,85.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,15 years and above,51,01-03,2.3,1.6,0.6,0.3,0.1,0.1,0.1,0.0,0.2,0.6,8136.0,456.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,15 years and above,51,01-99,26.1,21.2,13.2,6.9,3.3,3.4,0.7,0.2,3.2,9.6,123809.0,6339.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,15 years and above,51,05-43,18.8,15.4,9.6,5.0,2.3,2.5,0.4,0.0,2.3,6.9,89334.0,4576.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,15 years and above,51,45-99,4.9,4.2,2.9,1.6,0.8,0.8,0.2,0.1,0.8,2.0,26339.0,1307.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,15 years and above,41 & 51,01-99,26.3,21.3,13.4,7.0,3.3,3.5,0.7,0.2,3.3,9.7,124976.0,6424.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,15 years and above,11-51,01-03,8.4,5.7,3.7,2.6,2.2,1.8,1.4,1.4,2.0,3.4,43555.0,2754.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,15 years and above,11-51,01-99,72.6,80.2,73.1,60.6,52.3,73.7,69.5,79.9,63.8,68.6,884395.0,48353.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,15 years and above,11-51,05-43,32.6,37.3,30.1,21.5,15.9,36.2,15.5,11.0,17.9,24.2,312176.0,15622.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,15 years and above,11-51,45-99,31.6,37.2,39.3,36.5,34.2,35.7,52.6,67.5,43.9,41.0,528665.0,29977.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,15 years and above,81,,2.6,2.8,4.2,3.5,4.5,9.6,10.3,6.3,6.4,5.2,66659.0,3843.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,15 years and above,11-81,,75.2,83.0,77.3,64.2,56.9,83.3,79.8,86.2,70.2,73.7,951054.0,52196.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,15 years and above,UR,,3.4,3.4,5.4,5.5,8.0,11.5,12.9,7.3,9.2,7.0,,
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,15 years and above,91,,0.2,2.8,13.2,24.4,36.0,9.5,8.7,3.0,19.7,14.5,186832.0,11304.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,15 years and above,92,,2.0,1.2,0.8,0.8,0.5,0.3,0.4,0.1,0.5,0.8,10192.0,615.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,15 years and above,93,,0.4,0.3,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,1441.0,150.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,15 years and above,94,,9.1,7.1,5.3,8.1,4.8,5.8,9.5,9.3,7.7,7.3,93594.0,5264.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,15 years and above,95,,5.7,2.1,1.4,0.6,0.5,0.3,0.3,0.3,0.4,1.3,17001.0,937.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,15 years and above,97,,7.6,3.4,1.9,1.8,1.4,0.8,1.2,1.0,1.4,2.3,29801.0,1474.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,15 years and above,99,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,15 years and above,91-99,,24.8,17.0,22.7,35.8,43.1,16.7,20.2,13.8,29.8,26.3,338860.0,19744.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,15 years and above,11-99,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1289914.0,71940.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,all ages,"11,12",01-03,2.3,1.4,2.1,1.8,1.5,1.5,1.0,0.9,1.4,1.7,27836.0,1835.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,all ages,"11,12",01-96,12.4,13.0,23.8,23.2,18.9,19.6,21.0,18.1,20.7,18.2,306025.0,17714.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,all ages,"11,12",05-43,2.6,3.8,6.1,5.7,4.1,7.0,4.2,2.1,4.5,4.3,72870.0,3936.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,all ages,"11,12",45-96,7.5,7.8,15.6,15.7,13.2,11.1,15.9,15.2,14.8,12.2,205318.0,11943.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,all ages,21,01-03,0.2,0.3,0.5,0.4,0.3,0.2,0.2,0.4,0.3,0.3,5332.0,307.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,all ages,21,01-96,0.8,1.1,2.6,2.9,2.9,2.3,3.4,3.2,3.0,2.2,36513.0,2055.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,all ages,21,05-43,0.3,0.4,0.7,0.9,0.7,0.8,0.9,0.7,0.8,0.6,10389.0,511.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,all ages,21,45-96,0.3,0.4,1.4,1.7,1.9,1.4,2.2,2.1,1.9,1.2,20792.0,1237.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,all ages,11-21,01-03,2.5,1.7,2.6,2.2,1.8,1.7,1.2,1.3,1.7,2.0,33167.0,2142.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,all ages,11-21,01-96,13.2,14.1,26.4,26.2,21.7,22.0,24.4,21.3,23.8,20.4,342538.0,19769.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,all ages,11-21,05-43,2.9,4.3,6.8,6.6,4.7,7.8,5.1,2.8,5.3,5.0,83260.0,4447.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,all ages,11-21,45-96,7.8,8.2,17.0,17.4,15.1,12.5,18.1,17.3,16.8,13.5,226110.0,13180.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,all ages,31,01-03,0.2,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,2357.0,158.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,all ages,31,01-99,7.7,11.6,27.1,27.3,27.3,48.3,44.3,58.4,36.7,24.9,417748.0,22196.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,all ages,31,05-43,3.3,5.3,11.4,9.8,8.8,25.9,10.0,8.2,10.3,8.3,138724.0,6525.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,all ages,31,45-99,4.2,6.2,15.6,17.4,18.3,22.4,34.2,50.1,26.3,16.5,276667.0,15513.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,all ages,41,,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.1,1167.0,85.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,all ages,51,01-03,1.0,0.7,0.6,0.3,0.1,0.1,0.1,0.0,0.2,0.5,8136.0,456.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,all ages,51,01-99,11.7,9.3,11.8,6.9,3.3,3.4,0.7,0.2,3.2,7.4,124235.0,6349.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,all ages,51,05-43,8.5,6.7,8.6,5.0,2.3,2.5,0.4,0.0,2.3,5.3,89619.0,4582.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,all ages,51,45-99,2.2,1.8,2.6,1.6,0.8,0.8,0.2,0.1,0.8,1.6,26480.0,1311.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,all ages,41 & 51,01-99,11.8,9.3,12.0,7.0,3.3,3.5,0.7,0.2,3.3,7.5,125402.0,6434.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,all ages,11-51,01-03,3.8,2.5,3.3,2.6,2.2,1.8,1.4,1.4,2.0,2.6,43661.0,2756.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,all ages,11-51,01-99,32.7,35.1,65.4,60.5,52.3,73.7,69.5,79.9,63.8,52.7,885688.0,48399.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,all ages,11-51,05-43,14.7,16.4,26.9,21.5,15.9,36.2,15.5,11.0,17.9,18.6,312770.0,15639.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,all ages,11-51,45-99,14.2,16.3,35.2,36.4,34.2,35.7,52.6,67.5,43.9,31.5,529258.0,30004.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,all ages,81,,1.2,1.3,3.8,3.6,4.5,9.6,10.3,6.3,6.4,4.0,67412.0,3877.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,all ages,11-81,,33.9,36.4,69.2,64.1,56.9,83.3,79.8,86.2,70.2,56.7,953100.0,52276.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,all ages,UR,,3.6,3.7,5.5,5.5,8.0,11.5,12.9,7.3,9.2,7.1,,
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,all ages,91,,7.9,54.6,22.1,24.6,36.0,9.5,8.7,3.0,19.8,26.4,444000.0,25027.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,all ages,92,,1.4,0.8,0.8,0.8,0.5,0.3,0.4,0.1,0.5,0.8,12755.0,708.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,all ages,93,,0.2,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,1684.0,162.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,all ages,94,,4.1,3.1,4.8,8.1,4.8,5.8,9.5,9.3,7.7,5.6,93857.0,5279.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,all ages,95,,2.8,0.9,1.2,0.6,0.5,0.3,0.3,0.3,0.4,1.1,17701.0,979.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,all ages,97,,5.2,2.1,1.8,1.8,1.4,0.8,1.2,1.0,1.4,2.2,37159.0,1744.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,all ages,99,,44.6,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,120295.0,6255.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,all ages,91-99,,66.1,63.6,30.8,35.9,43.1,16.7,20.2,13.8,29.8,43.3,727452.0,40154.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,all ages,11-99,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1680552.0,92430.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,15-29 years,"11,12",01-03,0.2,0.1,0.1,0.0,0.0,0.5,0.0,0.0,0.0,0.1,227.0,17.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,15-29 years,"11,12",01-96,2.6,4.7,3.5,2.0,1.4,2.1,2.2,2.1,1.9,2.5,10846.0,596.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,15-29 years,"11,12",05-43,2.1,4.0,2.9,1.4,0.8,1.0,0.5,0.2,0.8,1.6,6914.0,341.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,15-29 years,"11,12",45-96,0.3,0.6,0.5,0.6,0.6,0.5,1.7,1.9,1.0,0.8,3706.0,238.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,15-29 years,21,01-03,0.1,1.6,0.2,0.1,0.1,0.0,0.1,0.4,0.1,0.3,1123.0,65.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,15-29 years,21,01-96,2.6,3.0,1.3,0.7,0.7,0.5,0.7,1.2,0.8,1.2,5121.0,286.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,15-29 years,21,05-43,2.3,0.9,0.8,0.4,0.4,0.0,0.2,0.2,0.3,0.6,2466.0,104.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,15-29 years,21,45-96,0.1,0.5,0.4,0.2,0.3,0.5,0.4,0.7,0.3,0.3,1532.0,117.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,15-29 years,11-21,01-03,0.4,1.7,0.3,0.1,0.1,0.5,0.1,0.4,0.1,0.3,1350.0,82.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,15-29 years,11-21,01-96,5.2,7.7,4.8,2.7,2.2,2.6,2.9,3.3,2.6,3.6,15967.0,882.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,15-29 years,11-21,05-43,4.4,5.0,3.7,1.7,1.2,1.0,0.7,0.4,1.1,2.1,9379.0,445.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,15-29 years,11-21,45-96,0.4,1.1,0.9,0.9,0.9,1.0,2.1,2.5,1.4,1.2,5238.0,355.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,15-29 years,31,01-03,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,48.0,4.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,15-29 years,31,01-99,7.8,6.3,3.7,3.5,3.9,21.6,17.8,24.8,9.7,8.2,36047.0,1894.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,15-29 years,31,05-43,1.0,1.9,1.3,0.9,0.6,2.1,1.2,1.2,0.9,1.1,4757.0,236.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,15-29 years,31,45-99,6.8,4.5,2.4,2.6,3.2,19.3,16.6,23.6,8.8,7.1,31242.0,1654.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,15-29 years,41,,0.2,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.0,4.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,15-29 years,51,01-03,0.4,0.2,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.1,567.0,28.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,15-29 years,51,01-99,3.9,2.2,1.4,0.5,0.3,0.8,0.3,0.0,0.3,0.9,3900.0,172.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,15-29 years,51,05-43,2.9,1.8,0.8,0.4,0.2,0.8,0.1,0.0,0.2,0.6,2715.0,102.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,15-29 years,51,45-99,0.6,0.2,0.2,0.0,0.1,0.0,0.1,0.0,0.1,0.1,619.0,42.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,15-29 years,41 & 51,01-99,4.1,2.2,1.6,0.5,0.3,0.8,0.3,0.0,0.3,0.9,4097.0,176.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,15-29 years,11-51,01-03,0.8,1.9,0.7,0.2,0.1,0.7,0.1,0.5,0.2,0.4,1965.0,114.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,15-29 years,11-51,01-99,17.0,16.3,10.1,6.7,6.3,24.9,20.9,28.2,12.7,12.7,56110.0,2952.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,15-29 years,11-51,05-43,8.5,8.6,5.9,3.0,2.0,3.9,2.1,1.6,2.3,3.9,17047.0,787.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,15-29 years,11-51,45-99,7.7,5.8,3.5,3.5,4.2,20.3,18.8,26.1,10.2,8.4,37098.0,2051.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,15-29 years,81,,0.7,1.1,1.5,1.3,2.3,15.5,10.8,18.2,6.0,4.4,19386.0,1417.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,15-29 years,11-81,,17.7,17.3,11.6,8.0,8.7,40.5,31.7,46.4,18.6,17.1,75496.0,4369.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,15-29 years,UR,,3.8,6.1,12.8,15.8,26.7,38.4,34.0,39.2,32.0,25.7,,
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,15-29 years,91,,0.2,10.2,32.2,55.3,57.7,31.9,25.6,10.4,43.7,36.3,159980.0,9682.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,15-29 years,92,,68.2,59.4,49.2,32.1,29.5,25.2,39.3,40.3,33.7,40.8,179731.0,9390.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,15-29 years,93,,9.3,11.4,5.6,3.8,2.6,1.1,2.6,1.9,2.8,4.5,19640.0,1175.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,15-29 years,94,,0.4,0.2,0.4,0.1,0.2,1.2,0.2,0.4,0.2,0.3,1180.0,80.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,15-29 years,95,,2.4,0.5,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.3,1163.0,72.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,15-29 years,97,,1.8,1.0,0.6,0.5,1.3,0.2,0.6,0.6,0.8,0.8,3709.0,159.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,15-29 years,99,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,15-29 years,91-99,,82.3,82.7,88.4,92.0,91.3,59.5,68.3,53.6,81.4,82.9,365402.0,20558.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,15-29 years,11-99,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,440899.0,24927.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,15 years and above,"11,12",01-03,1.0,0.6,0.5,0.2,0.1,0.9,0.1,0.0,0.1,0.4,5491.0,360.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,15 years and above,"11,12",01-96,5.4,6.8,5.4,3.3,2.5,7.1,3.6,4.0,3.3,4.6,57484.0,3295.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,15 years and above,"11,12",05-43,2.2,4.4,3.5,2.1,1.3,3.2,0.8,0.4,1.3,2.3,29310.0,1487.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,15 years and above,"11,12",45-96,2.1,1.8,1.4,1.0,1.1,2.9,2.6,3.7,1.9,1.8,22683.0,1448.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,15 years and above,21,01-03,1.2,0.8,0.4,0.2,0.1,0.1,0.0,0.1,0.1,0.5,6004.0,395.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,15 years and above,21,01-96,2.7,2.7,2.1,1.1,1.0,0.9,0.8,1.2,1.0,1.8,22194.0,1305.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,15 years and above,21,05-43,0.8,0.7,0.8,0.4,0.4,0.1,0.2,0.2,0.3,0.6,6923.0,294.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,15 years and above,21,45-96,0.7,1.2,0.9,0.5,0.4,0.8,0.5,0.8,0.5,0.7,9267.0,616.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,15 years and above,11-21,01-03,2.2,1.4,0.9,0.4,0.2,1.0,0.2,0.2,0.3,0.9,11495.0,755.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,15 years and above,11-21,01-96,8.1,9.5,7.5,4.4,3.5,8.0,4.3,5.2,4.3,6.4,79677.0,4600.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,15 years and above,11-21,05-43,3.0,5.1,4.3,2.5,1.7,3.2,1.0,0.5,1.7,2.9,36233.0,1781.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,15 years and above,11-21,45-96,2.9,2.9,2.3,1.5,1.6,3.7,3.1,4.5,2.4,2.6,31950.0,2064.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,15 years and above,31,01-03,0.0,0.1,0.1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,591.0,42.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,15 years and above,31,01-99,8.8,7.8,6.5,4.7,5.8,25.6,18.6,31.6,12.7,10.1,126116.0,6771.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,15 years and above,31,05-43,1.6,1.8,1.7,1.0,0.7,2.8,1.2,1.1,1.0,1.4,17161.0,798.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,15 years and above,31,45-99,7.1,5.9,4.8,3.7,5.1,22.5,17.4,30.5,11.6,8.7,108365.0,5931.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,15 years and above,41,,0.2,0.3,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.2,1894.0,108.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,15 years and above,51,01-03,1.5,0.7,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.5,5957.0,258.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,15 years and above,51,01-99,4.9,3.0,1.6,0.7,0.2,0.4,0.1,0.0,0.3,1.8,22910.0,1020.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,15 years and above,51,05-43,2.4,1.6,0.9,0.4,0.2,0.3,0.1,0.0,0.2,1.0,12046.0,501.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,15 years and above,51,45-99,0.9,0.7,0.3,0.2,0.1,0.1,0.1,0.0,0.1,0.4,4907.0,261.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,15 years and above,41 & 51,01-99,5.0,3.3,1.9,0.8,0.2,0.4,0.1,0.0,0.4,2.0,24804.0,1128.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,15 years and above,11-51,01-03,3.7,2.2,1.4,0.5,0.2,1.4,0.2,0.2,0.3,1.4,18042.0,1055.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,15 years and above,11-51,01-99,21.9,20.6,15.9,9.9,9.5,34.0,23.1,36.8,17.3,18.4,230597.0,12499.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,15 years and above,11-51,05-43,7.3,8.9,7.1,4.0,2.5,6.3,2.3,1.6,2.9,5.4,67333.0,3188.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,15 years and above,11-51,45-99,10.9,9.5,7.4,5.4,6.7,26.3,20.6,35.0,14.1,11.6,145222.0,8256.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,15 years and above,81,,0.2,0.3,0.7,0.9,1.8,9.0,6.0,8.4,3.7,2.0,24938.0,1806.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,15 years and above,11-81,,22.1,20.9,16.6,10.9,11.3,43.0,29.0,45.3,21.0,20.4,255535.0,14305.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,15 years and above,UR,,0.9,1.5,4.3,8.7,16.0,20.9,20.5,18.6,17.6,9.8,,
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,15 years and above,91,,0.2,2.3,11.9,25.6,35.6,14.6,12.0,4.1,21.7,12.9,162042.0,9789.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,15 years and above,92,,51.9,60.7,60.9,53.8,46.2,32.5,52.5,44.8,49.8,53.8,673507.0,36300.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,15 years and above,93,,7.5,6.5,5.7,5.0,4.0,1.8,3.3,1.9,3.8,5.3,65844.0,4497.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,15 years and above,94,,10.2,6.6,3.4,3.7,1.9,7.8,2.5,2.9,2.8,4.9,61385.0,3639.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,15 years and above,95,,2.3,1.0,0.5,0.2,0.1,0.2,0.1,0.1,0.2,0.8,9570.0,531.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,15 years and above,97,,5.8,2.0,0.9,0.8,1.0,0.1,0.6,0.8,0.8,2.0,24646.0,1213.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,15 years and above,99,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,15 years and above,91-99,,77.9,79.1,83.4,89.1,88.7,57.0,71.0,54.7,79.0,79.6,996995.0,55969.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,15 years and above,11-99,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1252529.0,70274.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,all ages,"11,12",01-03,0.7,0.3,0.5,0.2,0.1,0.9,0.1,0.0,0.1,0.3,5491.0,360.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,all ages,"11,12",01-96,3.6,3.3,4.8,3.3,2.5,7.1,3.6,4.0,3.3,3.6,57561.0,3299.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,all ages,"11,12",05-43,1.5,2.2,3.1,2.1,1.3,3.2,0.8,0.4,1.3,1.8,29387.0,1491.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,all ages,"11,12",45-96,1.4,0.9,1.2,1.0,1.1,2.9,2.6,3.7,1.9,1.4,22683.0,1448.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,all ages,21,01-03,0.8,0.4,0.3,0.2,0.1,0.1,0.0,0.1,0.1,0.4,6019.0,396.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,all ages,21,01-96,1.8,1.3,1.9,1.1,1.0,0.9,0.8,1.2,1.0,1.4,22225.0,1309.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,all ages,21,05-43,0.5,0.3,0.7,0.4,0.4,0.1,0.2,0.2,0.3,0.4,6923.0,294.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,all ages,21,45-96,0.5,0.6,0.8,0.5,0.4,0.8,0.5,0.8,0.5,0.6,9283.0,619.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,all ages,11-21,01-03,1.5,0.7,0.8,0.4,0.2,1.0,0.2,0.2,0.3,0.7,11510.0,756.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,all ages,11-21,01-96,5.4,4.7,6.6,4.4,3.5,8.0,4.3,5.2,4.3,5.0,79786.0,4608.0
India,"PLFS Year (Jul - Jun), 2018",Female,Urban,all ages,11-21,05-43,2.0,2.5,3.8,2.5,1.7,3.2,1.0,0.5,1.6,2.3,36310.0,1785.0
