Country,State,Year,Age Group,Type Of Area,Gender,"Unemployment Rate (Ur) (UOM:%(Percentage)), Scaling Factor:1"
India,Puducherry,"PLFS Year (Jul - Jun), 2018",all ages,Urban,Person,6.0
India,Puducherry,"PLFS Year (Jul - Jun), 2018",all ages,Rural+Urban,Male,8.7
India,Puducherry,"PLFS Year (Jul - Jun), 2018",all ages,Rural+Urban,Female,7.6
India,Puducherry,"PLFS Year (Jul - Jun), 2018",all ages,Rural+Urban,Person,8.3
India,Punjab,"PLFS Year (Jul - Jun), 2018",15-29,Rural,Male,21.3
India,Punjab,"PLFS Year (Jul - Jun), 2018",15-29,Rural,Female,34.3
India,Punjab,"PLFS Year (Jul - Jun), 2018",15-29,Rural,Person,23.4
India,Punjab,"PLFS Year (Jul - Jun), 2018",15-29,Urban,Male,15.7
India,Punjab,"PLFS Year (Jul - Jun), 2018",15-29,Urban,Female,25.2
India,Punjab,"PLFS Year (Jul - Jun), 2018",15-29,Urban,Person,17.5
India,Punjab,"PLFS Year (Jul - Jun), 2018",15-29,Rural+Urban,Male,19.0
India,Punjab,"PLFS Year (Jul - Jun), 2018",15-29,Rural+Urban,Female,30.2
India,Punjab,"PLFS Year (Jul - Jun), 2018",15-29,Rural+Urban,Person,21.0
India,Punjab,"PLFS Year (Jul - Jun), 2018",15-59,Rural,Male,8.3
India,Punjab,"PLFS Year (Jul - Jun), 2018",15-59,Rural,Female,8.9
India,Punjab,"PLFS Year (Jul - Jun), 2018",15-59,Rural,Person,8.4
India,Punjab,"PLFS Year (Jul - Jun), 2018",15-59,Urban,Male,6.4
India,Punjab,"PLFS Year (Jul - Jun), 2018",15-59,Urban,Female,11.8
India,Punjab,"PLFS Year (Jul - Jun), 2018",15-59,Urban,Person,7.4
India,Punjab,"PLFS Year (Jul - Jun), 2018",15-59,Rural+Urban,Male,7.5
India,Punjab,"PLFS Year (Jul - Jun), 2018",15-59,Rural+Urban,Female,10.0
India,Punjab,"PLFS Year (Jul - Jun), 2018",15-59,Rural+Urban,Person,8.0
India,Punjab,"PLFS Year (Jul - Jun), 2018",15 years and above,Rural,Male,7.6
India,Punjab,"PLFS Year (Jul - Jun), 2018",15 years and above,Rural,Female,8.3
India,Punjab,"PLFS Year (Jul - Jun), 2018",15 years and above,Rural,Person,7.7
India,Punjab,"PLFS Year (Jul - Jun), 2018",15 years and above,Urban,Male,6.0
India,Punjab,"PLFS Year (Jul - Jun), 2018",15 years and above,Urban,Female,11.3
India,Punjab,"PLFS Year (Jul - Jun), 2018",15 years and above,Urban,Person,7.0
India,Punjab,"PLFS Year (Jul - Jun), 2018",15 years and above,Rural+Urban,Male,6.9
India,Punjab,"PLFS Year (Jul - Jun), 2018",15 years and above,Rural+Urban,Female,9.4
India,Punjab,"PLFS Year (Jul - Jun), 2018",15 years and above,Rural+Urban,Person,7.4
India,Punjab,"PLFS Year (Jul - Jun), 2018",all ages,Rural,Male,7.6
India,Punjab,"PLFS Year (Jul - Jun), 2018",all ages,Rural,Female,8.3
India,Punjab,"PLFS Year (Jul - Jun), 2018",all ages,Rural,Person,7.7
India,Punjab,"PLFS Year (Jul - Jun), 2018",all ages,Urban,Male,6.1
India,Punjab,"PLFS Year (Jul - Jun), 2018",all ages,Urban,Female,11.3
India,Punjab,"PLFS Year (Jul - Jun), 2018",all ages,Urban,Person,7.0
India,Punjab,"PLFS Year (Jul - Jun), 2018",all ages,Rural+Urban,Male,7.0
India,Punjab,"PLFS Year (Jul - Jun), 2018",all ages,Rural+Urban,Female,9.4
India,Punjab,"PLFS Year (Jul - Jun), 2018",all ages,Rural+Urban,Person,7.4
India,Rajasthan,"PLFS Year (Jul - Jun), 2018",15-29,Rural,Male,16.7
India,Rajasthan,"PLFS Year (Jul - Jun), 2018",15-29,Rural,Female,6.5
India,Rajasthan,"PLFS Year (Jul - Jun), 2018",15-29,Rural,Person,13.9
India,Rajasthan,"PLFS Year (Jul - Jun), 2018",15-29,Urban,Male,22.9
India,Rajasthan,"PLFS Year (Jul - Jun), 2018",15-29,Urban,Female,39.1
India,Rajasthan,"PLFS Year (Jul - Jun), 2018",15-29,Urban,Person,25.7
India,Rajasthan,"PLFS Year (Jul - Jun), 2018",15-29,Rural+Urban,Male,18.3
India,Rajasthan,"PLFS Year (Jul - Jun), 2018",15-29,Rural+Urban,Female,11.7
India,Rajasthan,"PLFS Year (Jul - Jun), 2018",15-29,Rural+Urban,Person,16.6
India,Rajasthan,"PLFS Year (Jul - Jun), 2018",15-59,Rural,Male,6.5
India,Rajasthan,"PLFS Year (Jul - Jun), 2018",15-59,Rural,Female,2.2
India,Rajasthan,"PLFS Year (Jul - Jun), 2018",15-59,Rural,Person,5.1
India,Rajasthan,"PLFS Year (Jul - Jun), 2018",15-59,Urban,Male,8.8
India,Rajasthan,"PLFS Year (Jul - Jun), 2018",15-59,Urban,Female,14.8
India,Rajasthan,"PLFS Year (Jul - Jun), 2018",15-59,Urban,Person,9.9
India,Rajasthan,"PLFS Year (Jul - Jun), 2018",15-59,Rural+Urban,Male,7.1
India,Rajasthan,"PLFS Year (Jul - Jun), 2018",15-59,Rural+Urban,Female,3.9
India,Rajasthan,"PLFS Year (Jul - Jun), 2018",15-59,Rural+Urban,Person,6.2
India,Rajasthan,"PLFS Year (Jul - Jun), 2018",15 years and above,Rural,Male,5.9
India,Rajasthan,"PLFS Year (Jul - Jun), 2018",15 years and above,Rural,Female,2.0
India,Rajasthan,"PLFS Year (Jul - Jun), 2018",15 years and above,Rural,Person,4.6
India,Rajasthan,"PLFS Year (Jul - Jun), 2018",15 years and above,Urban,Male,8.5
India,Rajasthan,"PLFS Year (Jul - Jun), 2018",15 years and above,Urban,Female,14.2
India,Rajasthan,"PLFS Year (Jul - Jun), 2018",15 years and above,Urban,Person,9.5
India,Rajasthan,"PLFS Year (Jul - Jun), 2018",15 years and above,Rural+Urban,Male,6.6
India,Rajasthan,"PLFS Year (Jul - Jun), 2018",15 years and above,Rural+Urban,Female,3.7
India,Rajasthan,"PLFS Year (Jul - Jun), 2018",15 years and above,Rural+Urban,Person,5.7
India,Rajasthan,"PLFS Year (Jul - Jun), 2018",all ages,Rural,Male,5.9
India,Rajasthan,"PLFS Year (Jul - Jun), 2018",all ages,Rural,Female,2.1
India,Rajasthan,"PLFS Year (Jul - Jun), 2018",all ages,Rural,Person,4.6
India,Rajasthan,"PLFS Year (Jul - Jun), 2018",all ages,Urban,Male,8.5
India,Rajasthan,"PLFS Year (Jul - Jun), 2018",all ages,Urban,Female,14.2
India,Rajasthan,"PLFS Year (Jul - Jun), 2018",all ages,Urban,Person,9.5
India,Rajasthan,"PLFS Year (Jul - Jun), 2018",all ages,Rural+Urban,Male,6.6
India,Rajasthan,"PLFS Year (Jul - Jun), 2018",all ages,Rural+Urban,Female,3.7
India,Rajasthan,"PLFS Year (Jul - Jun), 2018",all ages,Rural+Urban,Person,5.7
India,Sikkim,"PLFS Year (Jul - Jun), 2018",15-29,Rural,Male,11.1
India,Sikkim,"PLFS Year (Jul - Jun), 2018",15-29,Rural,Female,6.6
India,Sikkim,"PLFS Year (Jul - Jun), 2018",15-29,Rural,Person,9.8
India,Sikkim,"PLFS Year (Jul - Jun), 2018",15-29,Urban,Male,11.1
India,Sikkim,"PLFS Year (Jul - Jun), 2018",15-29,Urban,Female,15.8
India,Sikkim,"PLFS Year (Jul - Jun), 2018",15-29,Urban,Person,12.6
India,Sikkim,"PLFS Year (Jul - Jun), 2018",15-29,Rural+Urban,Male,11.1
India,Sikkim,"PLFS Year (Jul - Jun), 2018",15-29,Rural+Urban,Female,9.9
India,Sikkim,"PLFS Year (Jul - Jun), 2018",15-29,Rural+Urban,Person,10.7
India,Sikkim,"PLFS Year (Jul - Jun), 2018",15-59,Rural,Male,3.2
India,Sikkim,"PLFS Year (Jul - Jun), 2018",15-59,Rural,Female,1.9
India,Sikkim,"PLFS Year (Jul - Jun), 2018",15-59,Rural,Person,2.7
India,Sikkim,"PLFS Year (Jul - Jun), 2018",15-59,Urban,Male,4.0
India,Sikkim,"PLFS Year (Jul - Jun), 2018",15-59,Urban,Female,7.7
India,Sikkim,"PLFS Year (Jul - Jun), 2018",15-59,Urban,Person,5.0
India,Sikkim,"PLFS Year (Jul - Jun), 2018",15-59,Rural+Urban,Male,3.4
India,Sikkim,"PLFS Year (Jul - Jun), 2018",15-59,Rural+Urban,Female,3.0
India,Sikkim,"PLFS Year (Jul - Jun), 2018",15-59,Rural+Urban,Person,3.3
India,Sikkim,"PLFS Year (Jul - Jun), 2018",15 years and above,Rural,Male,3.0
India,Sikkim,"PLFS Year (Jul - Jun), 2018",15 years and above,Rural,Female,1.8
India,Sikkim,"PLFS Year (Jul - Jun), 2018",15 years and above,Rural,Person,2.5
India,Sikkim,"PLFS Year (Jul - Jun), 2018",15 years and above,Urban,Male,3.9
India,Sikkim,"PLFS Year (Jul - Jun), 2018",15 years and above,Urban,Female,7.5
India,Sikkim,"PLFS Year (Jul - Jun), 2018",15 years and above,Urban,Person,4.9
India,Sikkim,"PLFS Year (Jul - Jun), 2018",15 years and above,Rural+Urban,Male,3.2
India,Sikkim,"PLFS Year (Jul - Jun), 2018",15 years and above,Rural+Urban,Female,2.8
India,Sikkim,"PLFS Year (Jul - Jun), 2018",15 years and above,Rural+Urban,Person,3.1
India,Sikkim,"PLFS Year (Jul - Jun), 2018",all ages,Rural,Male,3.0
India,Sikkim,"PLFS Year (Jul - Jun), 2018",all ages,Rural,Female,1.8
India,Sikkim,"PLFS Year (Jul - Jun), 2018",all ages,Rural,Person,2.5
India,Sikkim,"PLFS Year (Jul - Jun), 2018",all ages,Urban,Male,3.9
India,Sikkim,"PLFS Year (Jul - Jun), 2018",all ages,Urban,Female,7.5
India,Sikkim,"PLFS Year (Jul - Jun), 2018",all ages,Urban,Person,4.9
India,Sikkim,"PLFS Year (Jul - Jun), 2018",all ages,Rural+Urban,Male,3.2
India,Sikkim,"PLFS Year (Jul - Jun), 2018",all ages,Rural+Urban,Female,2.8
India,Sikkim,"PLFS Year (Jul - Jun), 2018",all ages,Rural+Urban,Person,3.1
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2018",15-29,Rural,Male,26.3
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2018",15-29,Rural,Female,29.1
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2018",15-29,Rural,Person,27.1
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2018",15-29,Urban,Male,18.7
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2018",15-29,Urban,Female,26.2
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2018",15-29,Urban,Person,20.7
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2018",15-29,Rural+Urban,Male,22.5
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2018",15-29,Rural+Urban,Female,27.8
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2018",15-29,Rural+Urban,Person,24.0
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2018",15-59,Rural,Male,7.9
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2018",15-59,Rural,Female,6.3
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2018",15-59,Rural,Person,7.3
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2018",15-59,Urban,Male,6.4
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2018",15-59,Urban,Female,9.1
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2018",15-59,Urban,Person,7.2
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2018",15-59,Rural+Urban,Male,7.2
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2018",15-59,Rural+Urban,Female,7.3
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2018",15-59,Rural+Urban,Person,7.2
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2018",15 years and above,Rural,Male,7.0
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2018",15 years and above,Rural,Female,5.5
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2018",15 years and above,Rural,Person,6.4
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2018",15 years and above,Urban,Male,6.0
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2018",15 years and above,Urban,Female,8.4
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2018",15 years and above,Urban,Person,6.7
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2018",15 years and above,Rural+Urban,Male,6.6
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2018",15 years and above,Rural+Urban,Female,6.5
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2018",15 years and above,Rural+Urban,Person,6.6
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2018",all ages,Rural,Male,7.0
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2018",all ages,Rural,Female,5.5
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2018",all ages,Rural,Person,6.4
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2018",all ages,Urban,Male,6.0
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2018",all ages,Urban,Female,8.4
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2018",all ages,Urban,Person,6.7
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2018",all ages,Rural+Urban,Male,6.6
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2018",all ages,Rural+Urban,Female,6.5
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2018",all ages,Rural+Urban,Person,6.6
India,Telangana,"PLFS Year (Jul - Jun), 2018",15-29,Rural,Male,28.9
India,Telangana,"PLFS Year (Jul - Jun), 2018",15-29,Rural,Female,20.6
India,Telangana,"PLFS Year (Jul - Jun), 2018",15-29,Rural,Person,25.9
India,Telangana,"PLFS Year (Jul - Jun), 2018",15-29,Urban,Male,26.3
India,Telangana,"PLFS Year (Jul - Jun), 2018",15-29,Urban,Female,38.3
India,Telangana,"PLFS Year (Jul - Jun), 2018",15-29,Urban,Person,29.4
India,Telangana,"PLFS Year (Jul - Jun), 2018",15-29,Rural+Urban,Male,27.6
India,Telangana,"PLFS Year (Jul - Jun), 2018",15-29,Rural+Urban,Female,27.1
India,Telangana,"PLFS Year (Jul - Jun), 2018",15-29,Rural+Urban,Person,27.4
India,Telangana,"PLFS Year (Jul - Jun), 2018",15-59,Rural,Male,8.6
India,Telangana,"PLFS Year (Jul - Jun), 2018",15-59,Rural,Female,5.1
India,Telangana,"PLFS Year (Jul - Jun), 2018",15-59,Rural,Person,7.2
India,Telangana,"PLFS Year (Jul - Jun), 2018",15-59,Urban,Male,9.4
India,Telangana,"PLFS Year (Jul - Jun), 2018",15-59,Urban,Female,17.8
India,Telangana,"PLFS Year (Jul - Jun), 2018",15-59,Urban,Person,11.5
India,Telangana,"PLFS Year (Jul - Jun), 2018",15-59,Rural+Urban,Male,8.9
India,Telangana,"PLFS Year (Jul - Jun), 2018",15-59,Rural+Urban,Female,8.6
India,Telangana,"PLFS Year (Jul - Jun), 2018",15-59,Rural+Urban,Person,8.8
India,Telangana,"PLFS Year (Jul - Jun), 2018",15 years and above,Rural,Male,7.9
India,Telangana,"PLFS Year (Jul - Jun), 2018",15 years and above,Rural,Female,4.7
India,Telangana,"PLFS Year (Jul - Jun), 2018",15 years and above,Rural,Person,6.6
India,Telangana,"PLFS Year (Jul - Jun), 2018",15 years and above,Urban,Male,9.0
India,Telangana,"PLFS Year (Jul - Jun), 2018",15 years and above,Urban,Female,17.3
India,Telangana,"PLFS Year (Jul - Jun), 2018",15 years and above,Urban,Person,11.0
India,Telangana,"PLFS Year (Jul - Jun), 2018",15 years and above,Rural+Urban,Male,8.4
India,Telangana,"PLFS Year (Jul - Jun), 2018",15 years and above,Rural+Urban,Female,8.0
India,Telangana,"PLFS Year (Jul - Jun), 2018",15 years and above,Rural+Urban,Person,8.3
India,Telangana,"PLFS Year (Jul - Jun), 2018",all ages,Rural,Male,8.2
India,Telangana,"PLFS Year (Jul - Jun), 2018",all ages,Rural,Female,4.7
India,Telangana,"PLFS Year (Jul - Jun), 2018",all ages,Rural,Person,6.8
India,Telangana,"PLFS Year (Jul - Jun), 2018",all ages,Urban,Male,9.0
India,Telangana,"PLFS Year (Jul - Jun), 2018",all ages,Urban,Female,17.7
India,Telangana,"PLFS Year (Jul - Jun), 2018",all ages,Urban,Person,11.2
India,Telangana,"PLFS Year (Jul - Jun), 2018",all ages,Rural+Urban,Male,8.6
India,Telangana,"PLFS Year (Jul - Jun), 2018",all ages,Rural+Urban,Female,8.1
India,Telangana,"PLFS Year (Jul - Jun), 2018",all ages,Rural+Urban,Person,8.4
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2018",15-29,Rural,Male,2.250000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2018",15-29,Rural,Female,0.000000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2018",15-29,Rural,Person,1.400000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2018",15-29,Urban,Male,1.650000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2018",15-29,Urban,Female,10.500000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2018",15-29,Urban,Person,2.350000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2018",15-29,Rural+Urban,Male,1.900000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2018",15-29,Rural+Urban,Female,1.700000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2018",15-29,Rural+Urban,Person,1.900000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2018",15-59,Rural,Male,0.900000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2018",15-59,Rural,Female,0.000000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2018",15-59,Rural,Person,0.600000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2018",15-59,Urban,Male,0.700000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2018",15-59,Urban,Female,2.700000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2018",15-59,Urban,Person,0.950000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2018",15-59,Rural+Urban,Male,0.800000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2018",15-59,Rural+Urban,Female,0.650000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2018",15-59,Rural+Urban,Person,0.750000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2018",15 years and above,Rural,Male,0.900000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2018",15 years and above,Rural,Female,0.000000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2018",15 years and above,Rural,Person,0.550000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2018",15 years and above,Urban,Male,0.650000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2018",15 years and above,Urban,Female,2.700000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2018",15 years and above,Urban,Person,0.900000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2018",15 years and above,Rural+Urban,Male,0.750000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2018",15 years and above,Rural+Urban,Female,0.650000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2018",15 years and above,Rural+Urban,Person,0.750000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2018",all ages,Rural,Male,0.900000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2018",all ages,Rural,Female,0.000000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2018",all ages,Rural,Person,0.550000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2018",all ages,Urban,Male,0.650000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2018",all ages,Urban,Female,2.700000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2018",all ages,Urban,Person,0.900000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2018",all ages,Rural+Urban,Male,0.750000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2018",all ages,Rural+Urban,Female,0.650000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2018",all ages,Rural+Urban,Person,0.750000000000000000000
India,Tripura,"PLFS Year (Jul - Jun), 2018",15-29,Rural,Male,20.5
India,Tripura,"PLFS Year (Jul - Jun), 2018",15-29,Rural,Female,61.5
India,Tripura,"PLFS Year (Jul - Jun), 2018",15-29,Rural,Person,28.5
India,Tripura,"PLFS Year (Jul - Jun), 2018",15-29,Urban,Male,32.7
India,Tripura,"PLFS Year (Jul - Jun), 2018",15-29,Urban,Female,60.8
India,Tripura,"PLFS Year (Jul - Jun), 2018",15-29,Urban,Person,42.0
India,Tripura,"PLFS Year (Jul - Jun), 2018",15-29,Rural+Urban,Male,22.2
India,Tripura,"PLFS Year (Jul - Jun), 2018",15-29,Rural+Urban,Female,61.3
India,Tripura,"PLFS Year (Jul - Jun), 2018",15-29,Rural+Urban,Person,30.7
India,Tripura,"PLFS Year (Jul - Jun), 2018",15-59,Rural,Male,5.8
India,Tripura,"PLFS Year (Jul - Jun), 2018",15-59,Rural,Female,29.1
India,Tripura,"PLFS Year (Jul - Jun), 2018",15-59,Rural,Person,9.8
India,Tripura,"PLFS Year (Jul - Jun), 2018",15-59,Urban,Male,8.9
India,Tripura,"PLFS Year (Jul - Jun), 2018",15-59,Urban,Female,30.6
India,Tripura,"PLFS Year (Jul - Jun), 2018",15-59,Urban,Person,14.0
India,Tripura,"PLFS Year (Jul - Jun), 2018",15-59,Rural+Urban,Male,6.4
India,Tripura,"PLFS Year (Jul - Jun), 2018",15-59,Rural+Urban,Female,29.5
India,Tripura,"PLFS Year (Jul - Jun), 2018",15-59,Rural+Urban,Person,10.5
India,Tripura,"PLFS Year (Jul - Jun), 2018",15 years and above,Rural,Male,5.5
India,Tripura,"PLFS Year (Jul - Jun), 2018",15 years and above,Rural,Female,28.3
India,Tripura,"PLFS Year (Jul - Jun), 2018",15 years and above,Rural,Person,9.3
India,Tripura,"PLFS Year (Jul - Jun), 2018",15 years and above,Urban,Male,8.3
India,Tripura,"PLFS Year (Jul - Jun), 2018",15 years and above,Urban,Female,30.1
India,Tripura,"PLFS Year (Jul - Jun), 2018",15 years and above,Urban,Person,13.2
India,Tripura,"PLFS Year (Jul - Jun), 2018",15 years and above,Rural+Urban,Male,6.0
India,Tripura,"PLFS Year (Jul - Jun), 2018",15 years and above,Rural+Urban,Female,28.8
India,Tripura,"PLFS Year (Jul - Jun), 2018",15 years and above,Rural+Urban,Person,10.0
India,Tripura,"PLFS Year (Jul - Jun), 2018",all ages,Rural,Male,5.5
India,Tripura,"PLFS Year (Jul - Jun), 2018",all ages,Rural,Female,28.3
India,Tripura,"PLFS Year (Jul - Jun), 2018",all ages,Rural,Person,9.3
India,Tripura,"PLFS Year (Jul - Jun), 2018",all ages,Urban,Male,8.7
India,Tripura,"PLFS Year (Jul - Jun), 2018",all ages,Urban,Female,30.1
India,Tripura,"PLFS Year (Jul - Jun), 2018",all ages,Urban,Person,13.5
India,Tripura,"PLFS Year (Jul - Jun), 2018",all ages,Rural+Urban,Male,6.1
India,Tripura,"PLFS Year (Jul - Jun), 2018",all ages,Rural+Urban,Female,28.7
India,Tripura,"PLFS Year (Jul - Jun), 2018",all ages,Rural+Urban,Person,10.1
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2018",15-29,Rural,Male,13.0
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2018",15-29,Rural,Female,8.7
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2018",15-29,Rural,Person,12.5
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2018",15-29,Urban,Male,22.9
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2018",15-29,Urban,Female,16.9
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2018",15-29,Urban,Person,22.3
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2018",15-29,Rural+Urban,Male,15.6
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2018",15-29,Rural+Urban,Female,10.5
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2018",15-29,Rural+Urban,Person,15.0
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2018",15-59,Rural,Male,5.3
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2018",15-59,Rural,Female,2.0
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2018",15-59,Rural,Person,4.7
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2018",15-59,Urban,Male,11.5
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2018",15-59,Urban,Female,6.2
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2018",15-59,Urban,Person,10.9
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2018",15-59,Rural+Urban,Male,6.9
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2018",15-59,Rural+Urban,Female,2.7
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2018",15-59,Rural+Urban,Person,6.2
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2018",15 years and above,Rural,Male,4.8
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2018",15 years and above,Rural,Female,1.8
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2018",15 years and above,Rural,Person,4.3
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2018",15 years and above,Urban,Male,10.9
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2018",15 years and above,Urban,Female,5.7
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2018",15 years and above,Urban,Person,10.3
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2018",15 years and above,Rural+Urban,Male,6.3
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2018",15 years and above,Rural+Urban,Female,2.5
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2018",15 years and above,Rural+Urban,Person,5.7
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2018",all ages,Rural,Male,4.8
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2018",all ages,Rural,Female,1.8
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2018",all ages,Rural,Person,4.3
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2018",all ages,Urban,Male,11.2
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2018",all ages,Urban,Female,6.1
