Country,State,Year,Type Of Areas,Gender,"Rate Of Unemployment  (UOM:Ratio), Scaling Factor:1"
India,Meghalaya,"PLFS Year (Jul - Jun), 2018",urban,Female,21.7
India,Meghalaya,"PLFS Year (Jul - Jun), 2018",urban,Person,18.76
India,Meghalaya,"PLFS Year (Jul - Jun), 2018",rural + urban,Male,20.73
India,Meghalaya,"PLFS Year (Jul - Jun), 2018",rural + urban,Female,19.64
India,Meghalaya,"PLFS Year (Jul - Jun), 2018",rural + urban,Person,12.93
India,Mizoram,"PLFS Year (Jul - Jun), 2018",rural,Male,38.28
India,Mizoram,"PLFS Year (Jul - Jun), 2018",rural,Female,11.57
India,Mizoram,"PLFS Year (Jul - Jun), 2018",rural,Person,21.51
India,Mizoram,"PLFS Year (Jul - Jun), 2018",urban,Male,5.73
India,Mizoram,"PLFS Year (Jul - Jun), 2018",urban,Female,9.71
India,Mizoram,"PLFS Year (Jul - Jun), 2018",urban,Person,3.94
India,Mizoram,"PLFS Year (Jul - Jun), 2018",rural + urban,Male,16.1
India,Mizoram,"PLFS Year (Jul - Jun), 2018",rural + urban,Female,7.95
India,Mizoram,"PLFS Year (Jul - Jun), 2018",rural + urban,Person,9.41
India,Nagaland,"PLFS Year (Jul - Jun), 2018",rural,Male,11.13
India,Nagaland,"PLFS Year (Jul - Jun), 2018",rural,Female,11.94
India,Nagaland,"PLFS Year (Jul - Jun), 2018",rural,Person,9.27
India,Nagaland,"PLFS Year (Jul - Jun), 2018",urban,Male,17.59
India,Nagaland,"PLFS Year (Jul - Jun), 2018",urban,Female,10.81
India,Nagaland,"PLFS Year (Jul - Jun), 2018",urban,Person,10.98
India,Nagaland,"PLFS Year (Jul - Jun), 2018",rural + urban,Male,9.39
India,Nagaland,"PLFS Year (Jul - Jun), 2018",rural + urban,Female,9.65
India,Nagaland,"PLFS Year (Jul - Jun), 2018",rural + urban,Person,7.2
India,Odisha,"PLFS Year (Jul - Jun), 2018",rural,Male,8.1
India,Odisha,"PLFS Year (Jul - Jun), 2018",rural,Female,16.5
India,Odisha,"PLFS Year (Jul - Jun), 2018",rural,Person,8.05
India,Odisha,"PLFS Year (Jul - Jun), 2018",urban,Male,11.89
India,Odisha,"PLFS Year (Jul - Jun), 2018",urban,Female,9.97
India,Odisha,"PLFS Year (Jul - Jun), 2018",urban,Person,6.88
India,Odisha,"PLFS Year (Jul - Jun), 2018",rural + urban,Male,7.06
India,Odisha,"PLFS Year (Jul - Jun), 2018",rural + urban,Female,11.43
India,Odisha,"PLFS Year (Jul - Jun), 2018",rural + urban,Person,6.61
India,Puducherry,"PLFS Year (Jul - Jun), 2018",rural,Male,15.32
India,Puducherry,"PLFS Year (Jul - Jun), 2018",rural,Female,23.49
India,Puducherry,"PLFS Year (Jul - Jun), 2018",rural,Person,12.71
India,Puducherry,"PLFS Year (Jul - Jun), 2018",urban,Male,15.96
India,Puducherry,"PLFS Year (Jul - Jun), 2018",urban,Female,43.27
India,Puducherry,"PLFS Year (Jul - Jun), 2018",urban,Person,16.29
India,Puducherry,"PLFS Year (Jul - Jun), 2018",rural + urban,Male,11.2
India,Puducherry,"PLFS Year (Jul - Jun), 2018",rural + urban,Female,24.18
India,Puducherry,"PLFS Year (Jul - Jun), 2018",rural + urban,Person,10.56
India,Punjab,"PLFS Year (Jul - Jun), 2018",rural,Male,10.87
India,Punjab,"PLFS Year (Jul - Jun), 2018",rural,Female,18.41
India,Punjab,"PLFS Year (Jul - Jun), 2018",rural,Person,9.12
India,Punjab,"PLFS Year (Jul - Jun), 2018",urban,Male,4.21
India,Punjab,"PLFS Year (Jul - Jun), 2018",urban,Female,28.8
India,Punjab,"PLFS Year (Jul - Jun), 2018",urban,Person,6.48
India,Punjab,"PLFS Year (Jul - Jun), 2018",rural + urban,Male,7.06
India,Punjab,"PLFS Year (Jul - Jun), 2018",rural + urban,Female,16.24
India,Punjab,"PLFS Year (Jul - Jun), 2018",rural + urban,Person,6.15
India,Rajasthan,"PLFS Year (Jul - Jun), 2018",rural,Male,8.86
India,Rajasthan,"PLFS Year (Jul - Jun), 2018",rural,Female,22.95
India,Rajasthan,"PLFS Year (Jul - Jun), 2018",rural,Person,8.72
India,Rajasthan,"PLFS Year (Jul - Jun), 2018",urban,Male,8.93
India,Rajasthan,"PLFS Year (Jul - Jun), 2018",urban,Female,24.97
India,Rajasthan,"PLFS Year (Jul - Jun), 2018",urban,Person,4.61
India,Rajasthan,"PLFS Year (Jul - Jun), 2018",rural + urban,Male,6.92
India,Rajasthan,"PLFS Year (Jul - Jun), 2018",rural + urban,Female,16.87
India,Rajasthan,"PLFS Year (Jul - Jun), 2018",rural + urban,Person,6.32
India,Sikkim,"PLFS Year (Jul - Jun), 2018",rural,Male,29.04
India,Sikkim,"PLFS Year (Jul - Jun), 2018",rural,Female,50.81
India,Sikkim,"PLFS Year (Jul - Jun), 2018",rural,Person,11.81
India,Sikkim,"PLFS Year (Jul - Jun), 2018",urban,Male,47.5
India,Sikkim,"PLFS Year (Jul - Jun), 2018",urban,Female,39.95
India,Sikkim,"PLFS Year (Jul - Jun), 2018",urban,Person,39.05
India,Sikkim,"PLFS Year (Jul - Jun), 2018",rural + urban,Male,24.91
India,Sikkim,"PLFS Year (Jul - Jun), 2018",rural + urban,Female,32.68
India,Sikkim,"PLFS Year (Jul - Jun), 2018",rural + urban,Person,16.11
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2018",rural,Male,8.62
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2018",rural,Female,10.25
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2018",rural,Person,7.53
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2018",urban,Male,3.87
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2018",urban,Female,10.78
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2018",urban,Person,5.71
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2018",rural + urban,Male,5.45
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2018",rural + urban,Female,7.49
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2018",rural + urban,Person,5.1
India,Telangana,"PLFS Year (Jul - Jun), 2018",rural,Male,12.36
India,Telangana,"PLFS Year (Jul - Jun), 2018",rural,Female,17.73
India,Telangana,"PLFS Year (Jul - Jun), 2018",rural,Person,10.43
India,Telangana,"PLFS Year (Jul - Jun), 2018",urban,Male,11.74
India,Telangana,"PLFS Year (Jul - Jun), 2018",urban,Female,15.82
India,Telangana,"PLFS Year (Jul - Jun), 2018",urban,Person,13.52
India,Telangana,"PLFS Year (Jul - Jun), 2018",rural + urban,Male,8.7
India,Telangana,"PLFS Year (Jul - Jun), 2018",rural + urban,Female,12.04
India,Telangana,"PLFS Year (Jul - Jun), 2018",rural + urban,Person,8.28
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2018",rural,Male,52.3600000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2018",rural,Female,0.000000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2018",rural,Person,48.5650000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2018",urban,Male,81.8600000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2018",urban,Female,76.9150000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2018",urban,Person,53.2000000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2018",rural + urban,Male,45.3450000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2018",rural + urban,Female,60.2400000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2018",rural + urban,Person,45.5700000000000000000000
India,Tripura,"PLFS Year (Jul - Jun), 2018",rural,Male,24.37
India,Tripura,"PLFS Year (Jul - Jun), 2018",rural,Female,16.01
India,Tripura,"PLFS Year (Jul - Jun), 2018",rural,Person,17.47
India,Tripura,"PLFS Year (Jul - Jun), 2018",urban,Male,5.86
India,Tripura,"PLFS Year (Jul - Jun), 2018",urban,Female,17.62
India,Tripura,"PLFS Year (Jul - Jun), 2018",urban,Person,7.98
India,Tripura,"PLFS Year (Jul - Jun), 2018",rural + urban,Male,18.6
India,Tripura,"PLFS Year (Jul - Jun), 2018",rural + urban,Female,13.16
India,Tripura,"PLFS Year (Jul - Jun), 2018",rural + urban,Person,13.48
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2018",rural,Male,6.17
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2018",rural,Female,28.06
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2018",rural,Person,6.12
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2018",urban,Male,6.5
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2018",urban,Female,19.71
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2018",urban,Person,5.95
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2018",rural + urban,Male,4.69
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2018",rural + urban,Female,18.41
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2018",rural + urban,Person,4.55
India,Uttarakhand,"PLFS Year (Jul - Jun), 2018",rural,Male,15.92
India,Uttarakhand,"PLFS Year (Jul - Jun), 2018",rural,Female,13.62
India,Uttarakhand,"PLFS Year (Jul - Jun), 2018",rural,Person,10.46
India,Uttarakhand,"PLFS Year (Jul - Jun), 2018",urban,Male,4.46
India,Uttarakhand,"PLFS Year (Jul - Jun), 2018",urban,Female,15.06
India,Uttarakhand,"PLFS Year (Jul - Jun), 2018",urban,Person,8.28
India,Uttarakhand,"PLFS Year (Jul - Jun), 2018",rural + urban,Male,9.99
India,Uttarakhand,"PLFS Year (Jul - Jun), 2018",rural + urban,Female,11.1
India,Uttarakhand,"PLFS Year (Jul - Jun), 2018",rural + urban,Person,7.28
India,West Bengal,"PLFS Year (Jul - Jun), 2018",rural,Male,12.44
India,West Bengal,"PLFS Year (Jul - Jun), 2018",rural,Female,22.73
India,West Bengal,"PLFS Year (Jul - Jun), 2018",rural,Person,11.91
India,West Bengal,"PLFS Year (Jul - Jun), 2018",urban,Male,3.55
India,West Bengal,"PLFS Year (Jul - Jun), 2018",urban,Female,6.25
India,West Bengal,"PLFS Year (Jul - Jun), 2018",urban,Person,2.71
India,West Bengal,"PLFS Year (Jul - Jun), 2018",rural + urban,Male,8.85
India,West Bengal,"PLFS Year (Jul - Jun), 2018",rural + urban,Female,15.54
India,West Bengal,"PLFS Year (Jul - Jun), 2018",rural + urban,Person,8.4
India,Andaman and Nicobar Islands,"PLFS Year (Jul - Jun), 2017",rural,Male,28.16
India,Andaman and Nicobar Islands,"PLFS Year (Jul - Jun), 2017",rural,Female,22.77
India,Andaman and Nicobar Islands,"PLFS Year (Jul - Jun), 2017",rural,Person,18.0
India,Andaman and Nicobar Islands,"PLFS Year (Jul - Jun), 2017",urban,Male,12.93
India,Andaman and Nicobar Islands,"PLFS Year (Jul - Jun), 2017",urban,Female,13.14
India,Andaman and Nicobar Islands,"PLFS Year (Jul - Jun), 2017",urban,Person,10.24
India,Andaman and Nicobar Islands,"PLFS Year (Jul - Jun), 2017",rural + urban,Male,21.29
India,Andaman and Nicobar Islands,"PLFS Year (Jul - Jun), 2017",rural + urban,Female,12.77
India,Andaman and Nicobar Islands,"PLFS Year (Jul - Jun), 2017",rural + urban,Person,10.94
India,Andhra Pradesh,"PLFS Year (Jul - Jun), 2017",rural,Male,12.12
India,Andhra Pradesh,"PLFS Year (Jul - Jun), 2017",rural,Female,14.1
India,Andhra Pradesh,"PLFS Year (Jul - Jun), 2017",rural,Person,9.93
India,Andhra Pradesh,"PLFS Year (Jul - Jun), 2017",urban,Male,7.31
India,Andhra Pradesh,"PLFS Year (Jul - Jun), 2017",urban,Female,12.55
India,Andhra Pradesh,"PLFS Year (Jul - Jun), 2017",urban,Person,7.12
India,Andhra Pradesh,"PLFS Year (Jul - Jun), 2017",rural + urban,Male,8.89
India,Andhra Pradesh,"PLFS Year (Jul - Jun), 2017",rural + urban,Female,10.26
India,Andhra Pradesh,"PLFS Year (Jul - Jun), 2017",rural + urban,Person,7.23
India,Arunachal Pradesh,"PLFS Year (Jul - Jun), 2017",rural,Male,14.85
India,Arunachal Pradesh,"PLFS Year (Jul - Jun), 2017",rural,Female,34.27
India,Arunachal Pradesh,"PLFS Year (Jul - Jun), 2017",rural,Person,13.4
India,Arunachal Pradesh,"PLFS Year (Jul - Jun), 2017",urban,Male,8.98
India,Arunachal Pradesh,"PLFS Year (Jul - Jun), 2017",urban,Female,20.2
India,Arunachal Pradesh,"PLFS Year (Jul - Jun), 2017",urban,Person,13.07
India,Arunachal Pradesh,"PLFS Year (Jul - Jun), 2017",rural + urban,Male,11.52
India,Arunachal Pradesh,"PLFS Year (Jul - Jun), 2017",rural + urban,Female,27.51
India,Arunachal Pradesh,"PLFS Year (Jul - Jun), 2017",rural + urban,Person,10.78
India,Assam,"PLFS Year (Jul - Jun), 2017",rural,Male,12.06
India,Assam,"PLFS Year (Jul - Jun), 2017",rural,Female,13.11
India,Assam,"PLFS Year (Jul - Jun), 2017",rural,Person,9.57
India,Assam,"PLFS Year (Jul - Jun), 2017",urban,Male,16.6
India,Assam,"PLFS Year (Jul - Jun), 2017",urban,Female,12.97
India,Assam,"PLFS Year (Jul - Jun), 2017",urban,Person,14.02
India,Assam,"PLFS Year (Jul - Jun), 2017",rural + urban,Male,11.27
India,Assam,"PLFS Year (Jul - Jun), 2017",rural + urban,Female,11.59
India,Assam,"PLFS Year (Jul - Jun), 2017",rural + urban,Person,8.86
India,Bihar,"PLFS Year (Jul - Jun), 2017",rural,Male,10.28
India,Bihar,"PLFS Year (Jul - Jun), 2017",rural,Female,37.91
India,Bihar,"PLFS Year (Jul - Jun), 2017",rural,Person,10.25
India,Bihar,"PLFS Year (Jul - Jun), 2017",urban,Male,3.1
India,Bihar,"PLFS Year (Jul - Jun), 2017",urban,Female,53.05
India,Bihar,"PLFS Year (Jul - Jun), 2017",urban,Person,4.04
India,Bihar,"PLFS Year (Jul - Jun), 2017",rural + urban,Male,9.2
India,Bihar,"PLFS Year (Jul - Jun), 2017",rural + urban,Female,31.91
India,Bihar,"PLFS Year (Jul - Jun), 2017",rural + urban,Person,9.15
India,Chandigarh,"PLFS Year (Jul - Jun), 2017",rural,Male,22.28
India,Chandigarh,"PLFS Year (Jul - Jun), 2017",rural,Female,59.64
India,Chandigarh,"PLFS Year (Jul - Jun), 2017",rural,Person,16.49
India,Chandigarh,"PLFS Year (Jul - Jun), 2017",urban,Male,13.29
India,Chandigarh,"PLFS Year (Jul - Jun), 2017",urban,Female,50.13
India,Chandigarh,"PLFS Year (Jul - Jun), 2017",urban,Person,33.84
India,Chandigarh,"PLFS Year (Jul - Jun), 2017",rural + urban,Male,12.81
India,Chandigarh,"PLFS Year (Jul - Jun), 2017",rural + urban,Female,49.95
India,Chandigarh,"PLFS Year (Jul - Jun), 2017",rural + urban,Person,33.2
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2017",rural,Male,11.68
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2017",rural,Female,32.1
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2017",rural,Person,13.02
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2017",urban,Male,5.65
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2017",urban,Female,19.27
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2017",urban,Person,10.12
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2017",rural + urban,Male,9.45
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2017",rural + urban,Female,23.14
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2017",rural + urban,Person,10.28
India,Delhi,"PLFS Year (Jul - Jun), 2017",rural,Male,34.37
India,Delhi,"PLFS Year (Jul - Jun), 2017",rural,Female,0.0
India,Delhi,"PLFS Year (Jul - Jun), 2017",rural,Person,32.69
India,Delhi,"PLFS Year (Jul - Jun), 2017",urban,Male,7.0
India,Delhi,"PLFS Year (Jul - Jun), 2017",urban,Female,34.14
India,Delhi,"PLFS Year (Jul - Jun), 2017",urban,Person,2.32
India,Delhi,"PLFS Year (Jul - Jun), 2017",rural + urban,Male,6.98
India,Delhi,"PLFS Year (Jul - Jun), 2017",rural + urban,Female,34.09
India,Delhi,"PLFS Year (Jul - Jun), 2017",rural + urban,Person,2.28
India,Goa,"PLFS Year (Jul - Jun), 2017",rural,Male,30.11
India,Goa,"PLFS Year (Jul - Jun), 2017",rural,Female,7.89
India,Goa,"PLFS Year (Jul - Jun), 2017",rural,Person,13.62
India,Goa,"PLFS Year (Jul - Jun), 2017",urban,Male,14.91
India,Goa,"PLFS Year (Jul - Jun), 2017",urban,Female,21.14
India,Goa,"PLFS Year (Jul - Jun), 2017",urban,Person,13.96
India,Goa,"PLFS Year (Jul - Jun), 2017",rural + urban,Male,16.57
India,Goa,"PLFS Year (Jul - Jun), 2017",rural + urban,Female,14.37
India,Goa,"PLFS Year (Jul - Jun), 2017",rural + urban,Person,9.93
India,Gujarat,"PLFS Year (Jul - Jun), 2017",rural,Male,16.62
India,Gujarat,"PLFS Year (Jul - Jun), 2017",rural,Female,22.66
India,Gujarat,"PLFS Year (Jul - Jun), 2017",rural,Person,11.36
India,Gujarat,"PLFS Year (Jul - Jun), 2017",urban,Male,8.43
India,Gujarat,"PLFS Year (Jul - Jun), 2017",urban,Female,33.09
India,Gujarat,"PLFS Year (Jul - Jun), 2017",urban,Person,8.99
India,Gujarat,"PLFS Year (Jul - Jun), 2017",rural + urban,Male,11.06
India,Gujarat,"PLFS Year (Jul - Jun), 2017",rural + urban,Female,18.81
India,Gujarat,"PLFS Year (Jul - Jun), 2017",rural + urban,Person,8.07
India,Haryana,"PLFS Year (Jul - Jun), 2017",rural,Male,11.28
India,Haryana,"PLFS Year (Jul - Jun), 2017",rural,Female,51.21
India,Haryana,"PLFS Year (Jul - Jun), 2017",rural,Person,12.5
India,Haryana,"PLFS Year (Jul - Jun), 2017",urban,Male,9.33
India,Haryana,"PLFS Year (Jul - Jun), 2017",urban,Female,13.21
India,Haryana,"PLFS Year (Jul - Jun), 2017",urban,Person,4.48
India,Haryana,"PLFS Year (Jul - Jun), 2017",rural + urban,Male,8.65
India,Haryana,"PLFS Year (Jul - Jun), 2017",rural + urban,Female,31.51
India,Haryana,"PLFS Year (Jul - Jun), 2017",rural + urban,Person,9.01
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2017",rural,Male,14.29
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2017",rural,Female,21.48
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2017",rural,Person,13.69
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2017",urban,Male,18.84
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2017",urban,Female,20.18
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2017",urban,Person,16.95
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2017",rural + urban,Male,12.82
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2017",rural + urban,Female,18.72
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2017",rural + urban,Person,12.18
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2017",rural,Male,9.51
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2017",rural,Female,18.48
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2017",rural,Person,8.42
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2017",urban,Male,18.79
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2017",urban,Female,5.78
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2017",urban,Person,8.59
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2017",rural + urban,Male,8.49
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2017",rural + urban,Female,10.19
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2017",rural + urban,Person,6.44
India,Jharkhand,"PLFS Year (Jul - Jun), 2017",rural,Male,10.95
India,Jharkhand,"PLFS Year (Jul - Jun), 2017",rural,Female,41.17
India,Jharkhand,"PLFS Year (Jul - Jun), 2017",rural,Person,10.51
India,Jharkhand,"PLFS Year (Jul - Jun), 2017",urban,Male,11.6
India,Jharkhand,"PLFS Year (Jul - Jun), 2017",urban,Female,30.7
India,Jharkhand,"PLFS Year (Jul - Jun), 2017",urban,Person,14.66
India,Jharkhand,"PLFS Year (Jul - Jun), 2017",rural + urban,Male,9.15
India,Jharkhand,"PLFS Year (Jul - Jun), 2017",rural + urban,Female,28.0
India,Jharkhand,"PLFS Year (Jul - Jun), 2017",rural + urban,Person,8.91
India,Karnataka,"PLFS Year (Jul - Jun), 2017",rural,Male,12.72
India,Karnataka,"PLFS Year (Jul - Jun), 2017",rural,Female,26.93
India,Karnataka,"PLFS Year (Jul - Jun), 2017",rural,Person,12.28
India,Karnataka,"PLFS Year (Jul - Jun), 2017",urban,Male,10.35
India,Karnataka,"PLFS Year (Jul - Jun), 2017",urban,Female,13.86
India,Karnataka,"PLFS Year (Jul - Jun), 2017",urban,Person,10.3
India,Karnataka,"PLFS Year (Jul - Jun), 2017",rural + urban,Male,8.49
India,Karnataka,"PLFS Year (Jul - Jun), 2017",rural + urban,Female,15.59
India,Karnataka,"PLFS Year (Jul - Jun), 2017",rural + urban,Person,8.18
India,Kerala,"PLFS Year (Jul - Jun), 2017",rural,Male,9.73
India,Kerala,"PLFS Year (Jul - Jun), 2017",rural,Female,8.15
India,Kerala,"PLFS Year (Jul - Jun), 2017",rural,Person,6.86
India,Kerala,"PLFS Year (Jul - Jun), 2017",urban,Male,4.98
India,Kerala,"PLFS Year (Jul - Jun), 2017",urban,Female,7.24
India,Kerala,"PLFS Year (Jul - Jun), 2017",urban,Person,5.95
India,Kerala,"PLFS Year (Jul - Jun), 2017",rural + urban,Male,5.61
India,Kerala,"PLFS Year (Jul - Jun), 2017",rural + urban,Female,5.49
India,Kerala,"PLFS Year (Jul - Jun), 2017",rural + urban,Person,4.63
India,Ladakh,"PLFS Year (Jul - Jun), 2017",rural,Male,9.51
India,Ladakh,"PLFS Year (Jul - Jun), 2017",rural,Female,18.48
India,Ladakh,"PLFS Year (Jul - Jun), 2017",rural,Person,8.42
India,Ladakh,"PLFS Year (Jul - Jun), 2017",urban,Male,18.79
India,Ladakh,"PLFS Year (Jul - Jun), 2017",urban,Female,5.78
India,Ladakh,"PLFS Year (Jul - Jun), 2017",urban,Person,8.59
India,Ladakh,"PLFS Year (Jul - Jun), 2017",rural + urban,Male,8.49
India,Ladakh,"PLFS Year (Jul - Jun), 2017",rural + urban,Female,10.19
India,Ladakh,"PLFS Year (Jul - Jun), 2017",rural + urban,Person,6.44
India,Lakshadweep,"PLFS Year (Jul - Jun), 2017",rural,Male,60.93
India,Lakshadweep,"PLFS Year (Jul - Jun), 2017",rural,Female,15.28
India,Lakshadweep,"PLFS Year (Jul - Jun), 2017",rural,Person,43.74
India,Lakshadweep,"PLFS Year (Jul - Jun), 2017",urban,Male,41.75
India,Lakshadweep,"PLFS Year (Jul - Jun), 2017",urban,Female,11.37
India,Lakshadweep,"PLFS Year (Jul - Jun), 2017",urban,Person,24.45
India,Lakshadweep,"PLFS Year (Jul - Jun), 2017",rural + urban,Male,34.63
India,Lakshadweep,"PLFS Year (Jul - Jun), 2017",rural + urban,Female,12.8
India,Lakshadweep,"PLFS Year (Jul - Jun), 2017",rural + urban,Person,22.07
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2017",rural,Male,10.83
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2017",rural,Female,19.29
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2017",rural,Person,11.24
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2017",urban,Male,8.01
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2017",urban,Female,10.88
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2017",urban,Person,7.87
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2017",rural + urban,Male,7.95
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2017",rural + urban,Female,15.47
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2017",rural + urban,Person,8.39
India,Maharashtra,"PLFS Year (Jul - Jun), 2017",rural,Male,8.38
India,Maharashtra,"PLFS Year (Jul - Jun), 2017",rural,Female,13.99
India,Maharashtra,"PLFS Year (Jul - Jun), 2017",rural,Person,8.5
India,Maharashtra,"PLFS Year (Jul - Jun), 2017",urban,Male,6.73
India,Maharashtra,"PLFS Year (Jul - Jun), 2017",urban,Female,15.04
India,Maharashtra,"PLFS Year (Jul - Jun), 2017",urban,Person,8.62
India,Maharashtra,"PLFS Year (Jul - Jun), 2017",rural + urban,Male,5.47
India,Maharashtra,"PLFS Year (Jul - Jun), 2017",rural + urban,Female,10.27
India,Maharashtra,"PLFS Year (Jul - Jun), 2017",rural + urban,Person,6.06
India,Manipur,"PLFS Year (Jul - Jun), 2017",rural,Male,8.32
India,Manipur,"PLFS Year (Jul - Jun), 2017",rural,Female,13.42
India,Manipur,"PLFS Year (Jul - Jun), 2017",rural,Person,7.18
India,Manipur,"PLFS Year (Jul - Jun), 2017",urban,Male,5.92
India,Manipur,"PLFS Year (Jul - Jun), 2017",urban,Female,18.05
India,Manipur,"PLFS Year (Jul - Jun), 2017",urban,Person,9.33
India,Manipur,"PLFS Year (Jul - Jun), 2017",rural + urban,Male,6.1
India,Manipur,"PLFS Year (Jul - Jun), 2017",rural + urban,Female,11.28
India,Manipur,"PLFS Year (Jul - Jun), 2017",rural + urban,Person,5.8
India,Meghalaya,"PLFS Year (Jul - Jun), 2017",rural,Male,58.7
India,Meghalaya,"PLFS Year (Jul - Jun), 2017",rural,Female,33.14
India,Meghalaya,"PLFS Year (Jul - Jun), 2017",rural,Person,29.23
India,Meghalaya,"PLFS Year (Jul - Jun), 2017",urban,Male,26.89
India,Meghalaya,"PLFS Year (Jul - Jun), 2017",urban,Female,34.94
India,Meghalaya,"PLFS Year (Jul - Jun), 2017",urban,Person,21.48
India,Meghalaya,"PLFS Year (Jul - Jun), 2017",rural + urban,Male,26.25
India,Meghalaya,"PLFS Year (Jul - Jun), 2017",rural + urban,Female,27.08
India,Meghalaya,"PLFS Year (Jul - Jun), 2017",rural + urban,Person,21.82
India,Mizoram,"PLFS Year (Jul - Jun), 2017",rural,Male,25.05
India,Mizoram,"PLFS Year (Jul - Jun), 2017",rural,Female,26.2
India,Mizoram,"PLFS Year (Jul - Jun), 2017",rural,Person,19.23
India,Mizoram,"PLFS Year (Jul - Jun), 2017",urban,Male,6.86
India,Mizoram,"PLFS Year (Jul - Jun), 2017",urban,Female,10.72
India,Mizoram,"PLFS Year (Jul - Jun), 2017",urban,Person,6.97
India,Mizoram,"PLFS Year (Jul - Jun), 2017",rural + urban,Male,9.93
India,Mizoram,"PLFS Year (Jul - Jun), 2017",rural + urban,Female,10.99
India,Mizoram,"PLFS Year (Jul - Jun), 2017",rural + urban,Person,8.29
India,Nagaland,"PLFS Year (Jul - Jun), 2017",rural,Male,16.09
India,Nagaland,"PLFS Year (Jul - Jun), 2017",rural,Female,14.86
India,Nagaland,"PLFS Year (Jul - Jun), 2017",rural,Person,13.64
India,Nagaland,"PLFS Year (Jul - Jun), 2017",urban,Male,3.45
India,Nagaland,"PLFS Year (Jul - Jun), 2017",urban,Female,15.46
