Country,State,Year,Type Of Areas,Gender,"Rate Of Unemployment  (UOM:Ratio), Scaling Factor:1"
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2022",rural + urban,Person,8.36
India,Delhi,"PLFS Year (Jul - Jun), 2022",rural,Male,59.34
India,Delhi,"PLFS Year (Jul - Jun), 2022",rural,Female,0.0
India,Delhi,"PLFS Year (Jul - Jun), 2022",rural,Person,56.51
India,Delhi,"PLFS Year (Jul - Jun), 2022",urban,Male,27.37
India,Delhi,"PLFS Year (Jul - Jun), 2022",urban,Female,29.84
India,Delhi,"PLFS Year (Jul - Jun), 2022",urban,Person,23.04
India,Delhi,"PLFS Year (Jul - Jun), 2022",rural + urban,Male,25.77
India,Delhi,"PLFS Year (Jul - Jun), 2022",rural + urban,Female,29.84
India,Delhi,"PLFS Year (Jul - Jun), 2022",rural + urban,Person,22.04
India,Goa,"PLFS Year (Jul - Jun), 2022",rural,Male,48.63
India,Goa,"PLFS Year (Jul - Jun), 2022",rural,Female,27.19
India,Goa,"PLFS Year (Jul - Jun), 2022",rural,Person,31.19
India,Goa,"PLFS Year (Jul - Jun), 2022",urban,Male,10.82
India,Goa,"PLFS Year (Jul - Jun), 2022",urban,Female,6.67
India,Goa,"PLFS Year (Jul - Jun), 2022",urban,Person,9.56
India,Goa,"PLFS Year (Jul - Jun), 2022",rural + urban,Male,22.12
India,Goa,"PLFS Year (Jul - Jun), 2022",rural + urban,Female,14.87
India,Goa,"PLFS Year (Jul - Jun), 2022",rural + urban,Person,15.64
India,Gujarat,"PLFS Year (Jul - Jun), 2022",rural,Male,22.76
India,Gujarat,"PLFS Year (Jul - Jun), 2022",rural,Female,35.04
India,Gujarat,"PLFS Year (Jul - Jun), 2022",rural,Person,19.63
India,Gujarat,"PLFS Year (Jul - Jun), 2022",urban,Male,24.73
India,Gujarat,"PLFS Year (Jul - Jun), 2022",urban,Female,29.81
India,Gujarat,"PLFS Year (Jul - Jun), 2022",urban,Person,19.08
India,Gujarat,"PLFS Year (Jul - Jun), 2022",rural + urban,Male,16.74
India,Gujarat,"PLFS Year (Jul - Jun), 2022",rural + urban,Female,21.61
India,Gujarat,"PLFS Year (Jul - Jun), 2022",rural + urban,Person,13.48
India,Haryana,"PLFS Year (Jul - Jun), 2022",rural,Male,15.25
India,Haryana,"PLFS Year (Jul - Jun), 2022",rural,Female,32.49
India,Haryana,"PLFS Year (Jul - Jun), 2022",rural,Person,14.31
India,Haryana,"PLFS Year (Jul - Jun), 2022",urban,Male,11.55
India,Haryana,"PLFS Year (Jul - Jun), 2022",urban,Female,16.74
India,Haryana,"PLFS Year (Jul - Jun), 2022",urban,Person,8.55
India,Haryana,"PLFS Year (Jul - Jun), 2022",rural + urban,Male,11.31
India,Haryana,"PLFS Year (Jul - Jun), 2022",rural + urban,Female,20.63
India,Haryana,"PLFS Year (Jul - Jun), 2022",rural + urban,Person,10.25
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2022",rural,Male,10.92
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2022",rural,Female,19.71
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2022",rural,Person,8.83
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2022",urban,Male,15.14
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2022",urban,Female,30.97
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2022",urban,Person,24.3
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2022",rural + urban,Male,9.75
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2022",rural + urban,Female,16.82
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2022",rural + urban,Person,8.42
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2022",rural,Male,17.28
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2022",rural,Female,21.51
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2022",rural,Person,14.6
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2022",urban,Male,9.05
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2022",urban,Female,6.04
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2022",urban,Person,3.47
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2022",rural + urban,Male,13.41
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2022",rural + urban,Female,14.66
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2022",rural + urban,Person,10.53
India,Jharkhand,"PLFS Year (Jul - Jun), 2022",rural,Male,19.99
India,Jharkhand,"PLFS Year (Jul - Jun), 2022",rural,Female,54.61
India,Jharkhand,"PLFS Year (Jul - Jun), 2022",rural,Person,20.26
India,Jharkhand,"PLFS Year (Jul - Jun), 2022",urban,Male,8.75
India,Jharkhand,"PLFS Year (Jul - Jun), 2022",urban,Female,49.11
India,Jharkhand,"PLFS Year (Jul - Jun), 2022",urban,Person,10.09
India,Jharkhand,"PLFS Year (Jul - Jun), 2022",rural + urban,Male,13.12
India,Jharkhand,"PLFS Year (Jul - Jun), 2022",rural + urban,Female,38.36
India,Jharkhand,"PLFS Year (Jul - Jun), 2022",rural + urban,Person,12.8
India,Karnataka,"PLFS Year (Jul - Jun), 2022",rural,Male,21.96
India,Karnataka,"PLFS Year (Jul - Jun), 2022",rural,Female,35.58
India,Karnataka,"PLFS Year (Jul - Jun), 2022",rural,Person,22.49
India,Karnataka,"PLFS Year (Jul - Jun), 2022",urban,Male,9.77
India,Karnataka,"PLFS Year (Jul - Jun), 2022",urban,Female,16.09
India,Karnataka,"PLFS Year (Jul - Jun), 2022",urban,Person,7.5
India,Karnataka,"PLFS Year (Jul - Jun), 2022",rural + urban,Male,12.91
India,Karnataka,"PLFS Year (Jul - Jun), 2022",rural + urban,Female,19.64
India,Karnataka,"PLFS Year (Jul - Jun), 2022",rural + urban,Person,12.65
India,Kerala,"PLFS Year (Jul - Jun), 2022",rural,Male,13.3
India,Kerala,"PLFS Year (Jul - Jun), 2022",rural,Female,9.76
India,Kerala,"PLFS Year (Jul - Jun), 2022",rural,Person,7.9
India,Kerala,"PLFS Year (Jul - Jun), 2022",urban,Male,7.44
India,Kerala,"PLFS Year (Jul - Jun), 2022",urban,Female,8.76
India,Kerala,"PLFS Year (Jul - Jun), 2022",urban,Person,5.48
India,Kerala,"PLFS Year (Jul - Jun), 2022",rural + urban,Male,7.98
India,Kerala,"PLFS Year (Jul - Jun), 2022",rural + urban,Female,6.68
India,Kerala,"PLFS Year (Jul - Jun), 2022",rural + urban,Person,4.99
India,Ladakh,"PLFS Year (Jul - Jun), 2022",rural,Male,33.63
India,Ladakh,"PLFS Year (Jul - Jun), 2022",rural,Female,94.52
India,Ladakh,"PLFS Year (Jul - Jun), 2022",rural,Person,31.05
India,Ladakh,"PLFS Year (Jul - Jun), 2022",urban,Male,22.63
India,Ladakh,"PLFS Year (Jul - Jun), 2022",urban,Female,28.47
India,Ladakh,"PLFS Year (Jul - Jun), 2022",urban,Person,26.92
India,Ladakh,"PLFS Year (Jul - Jun), 2022",rural + urban,Male,29.07
India,Ladakh,"PLFS Year (Jul - Jun), 2022",rural + urban,Female,79.93
India,Ladakh,"PLFS Year (Jul - Jun), 2022",rural + urban,Person,26.32
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",rural,Male,35.4
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",rural,Female,102.76
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",rural,Person,46.85
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",urban,Male,12.12
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",urban,Female,3.64
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",urban,Person,8.19
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",rural + urban,Male,12.73
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",rural + urban,Female,18.95
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",rural + urban,Person,12.74
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2022",rural,Male,11.35
