Country,Year,Gender,Technical Education Level (Code),Type Of Areas,"Percentage Distribution (UOM:%(Percentage)), Scaling Factor:1","Estimated Persons (15+) (UOM:Number), Scaling Factor:100","Sample Persons (15+) (UOM:Number), Scaling Factor:1"
India,"PLFS Year (Jul - Jun), 2020",Female,No Technical Education -01,Rural,98.8,2851504.0,87101
India,"PLFS Year (Jul - Jun), 2020",Persons,No Technical Education -01,Rural,98.1,5679722.0,174845
India,"PLFS Year (Jul - Jun), 2020",Male,No Technical Education -01,Urban,91.8,1163221.0,64924
India,"PLFS Year (Jul - Jun), 2020",Female,No Technical Education -01,Urban,95.4,1187692.0,65649
India,"PLFS Year (Jul - Jun), 2020",Persons,No Technical Education -01,Urban,93.6,2350914.0,130573
India,"PLFS Year (Jul - Jun), 2020",Male,No Technical Education -01,Rural+Urban,95.7,3991440.0,152668
India,"PLFS Year (Jul - Jun), 2020",Female,No Technical Education -01,Rural+Urban,97.8,4039196.0,152750
India,"PLFS Year (Jul - Jun), 2020",Persons,No Technical Education -01,Rural+Urban,96.7,8030636.0,305418
India,"PLFS Year (Jul - Jun), 2020",Male,Technical Degree in Agriculture -02,Rural,0.0,158.0,6
India,"PLFS Year (Jul - Jun), 2020",Female,Technical Degree in Agriculture -02,Rural,0.0,127.0,5
India,"PLFS Year (Jul - Jun), 2020",Persons,Technical Degree in Agriculture -02,Rural,0.0,285.0,11
India,"PLFS Year (Jul - Jun), 2020",Male,Technical Degree in Agriculture -02,Urban,0.0,363.0,18
India,"PLFS Year (Jul - Jun), 2020",Female,Technical Degree in Agriculture -02,Urban,0.0,125.0,8
India,"PLFS Year (Jul - Jun), 2020",Persons,Technical Degree in Agriculture -02,Urban,0.0,487.0,26
India,"PLFS Year (Jul - Jun), 2020",Male,Technical Degree in Agriculture -02,Rural+Urban,0.0,520.0,24
India,"PLFS Year (Jul - Jun), 2020",Female,Technical Degree in Agriculture -02,Rural+Urban,0.0,252.0,13
India,"PLFS Year (Jul - Jun), 2020",Persons,Technical Degree in Agriculture -02,Rural+Urban,0.0,772.0,37
India,"PLFS Year (Jul - Jun), 2020",Male,Technical Degree in Engineering/Technology -03,Rural,0.4,12152.0,304
India,"PLFS Year (Jul - Jun), 2020",Female,Technical Degree in Engineering/Technology -03,Rural,0.1,4260.0,77
India,"PLFS Year (Jul - Jun), 2020",Persons,Technical Degree in Engineering/Technology -03,Rural,0.3,16412.0,381
India,"PLFS Year (Jul - Jun), 2020",Male,Technical Degree in Engineering/Technology -03,Urban,2.4,30540.0,1317
India,"PLFS Year (Jul - Jun), 2020",Female,Technical Degree in Engineering/Technology -03,Urban,0.9,11412.0,515
India,"PLFS Year (Jul - Jun), 2020",Persons,Technical Degree in Engineering/Technology -03,Urban,1.7,41951.0,1832
India,"PLFS Year (Jul - Jun), 2020",Male,Technical Degree in Engineering/Technology -03,Rural+Urban,1.0,42692.0,1621
India,"PLFS Year (Jul - Jun), 2020",Female,Technical Degree in Engineering/Technology -03,Rural+Urban,0.4,15671.0,592
India,"PLFS Year (Jul - Jun), 2020",Persons,Technical Degree in Engineering/Technology -03,Rural+Urban,0.7,58363.0,2213
India,"PLFS Year (Jul - Jun), 2020",Male,Technical Degree in Medicine -04,Rural,0.1,1820.0,47
India,"PLFS Year (Jul - Jun), 2020",Female,Technical Degree in Medicine -04,Rural,0.0,908.0,29
India,"PLFS Year (Jul - Jun), 2020",Persons,Technical Degree in Medicine -04,Rural,0.0,2728.0,76
India,"PLFS Year (Jul - Jun), 2020",Male,Technical Degree in Medicine -04,Urban,0.2,2976.0,157
India,"PLFS Year (Jul - Jun), 2020",Female,Technical Degree in Medicine -04,Urban,0.3,3458.0,200
India,"PLFS Year (Jul - Jun), 2020",Persons,Technical Degree in Medicine -04,Urban,0.3,6434.0,357
India,"PLFS Year (Jul - Jun), 2020",Male,Technical Degree in Medicine -04,Rural+Urban,0.1,4795.0,204
India,"PLFS Year (Jul - Jun), 2020",Female,Technical Degree in Medicine -04,Rural+Urban,0.1,4367.0,229
India,"PLFS Year (Jul - Jun), 2020",Persons,Technical Degree in Medicine -04,Rural+Urban,0.1,9162.0,433
India,"PLFS Year (Jul - Jun), 2020",Male,Technical Degree in Crafts -05,Rural,0.0,17.0,1
India,"PLFS Year (Jul - Jun), 2020",Female,Technical Degree in Crafts -05,Rural,0.0,11.0,2
India,"PLFS Year (Jul - Jun), 2020",Persons,Technical Degree in Crafts -05,Rural,0.0,28.0,3
India,"PLFS Year (Jul - Jun), 2020",Male,Technical Degree in Crafts -05,Urban,0.0,41.0,3
India,"PLFS Year (Jul - Jun), 2020",Female,Technical Degree in Crafts -05,Urban,0.0,15.0,2
India,"PLFS Year (Jul - Jun), 2020",Persons,Technical Degree in Crafts -05,Urban,0.0,56.0,5
India,"PLFS Year (Jul - Jun), 2020",Male,Technical Degree in Crafts -05,Rural+Urban,0.0,58.0,4
India,"PLFS Year (Jul - Jun), 2020",Female,Technical Degree in Crafts -05,Rural+Urban,0.0,26.0,4
India,"PLFS Year (Jul - Jun), 2020",Persons,Technical Degree in Crafts -05,Rural+Urban,0.0,84.0,8
India,"PLFS Year (Jul - Jun), 2020",Male,Technical Degree in Other Subjects -06,Rural,0.3,8204.0,233
India,"PLFS Year (Jul - Jun), 2020",Female,Technical Degree in Other Subjects -06,Rural,0.2,5707.0,200
India,"PLFS Year (Jul - Jun), 2020",Persons,Technical Degree in Other Subjects -06,Rural,0.2,13911.0,433
India,"PLFS Year (Jul - Jun), 2020",Male,Technical Degree in Other Subjects -06,Urban,0.8,9684.0,523
India,"PLFS Year (Jul - Jun), 2020",Female,Technical Degree in Other Subjects -06,Urban,0.9,11264.0,562
India,"PLFS Year (Jul - Jun), 2020",Persons,Technical Degree in Other Subjects -06,Urban,0.8,20948.0,1085
India,"PLFS Year (Jul - Jun), 2020",Male,Technical Degree in Other Subjects -06,Rural+Urban,0.4,17888.0,756
India,"PLFS Year (Jul - Jun), 2020",Female,Technical Degree in Other Subjects -06,Rural+Urban,0.4,16971.0,762
India,"PLFS Year (Jul - Jun), 2020",Persons,Technical Degree in Other Subjects -06,Rural+Urban,0.4,34859.0,1518
India,"PLFS Year (Jul - Jun), 2020",Male,Diploma Or Certificate (Below Graduate Level) in Agriculture -07,Rural,0.0,337.0,10
India,"PLFS Year (Jul - Jun), 2020",Female,Diploma Or Certificate (Below Graduate Level) in Agriculture -07,Rural,0.0,82.0,6
India,"PLFS Year (Jul - Jun), 2020",Persons,Diploma Or Certificate (Below Graduate Level) in Agriculture -07,Rural,0.0,419.0,16
India,"PLFS Year (Jul - Jun), 2020",Male,Diploma Or Certificate (Below Graduate Level) in Agriculture -07,Urban,0.0,530.0,27
India,"PLFS Year (Jul - Jun), 2020",Female,Diploma Or Certificate (Below Graduate Level) in Agriculture -07,Urban,0.0,370.0,15
India,"PLFS Year (Jul - Jun), 2020",Persons,Diploma Or Certificate (Below Graduate Level) in Agriculture -07,Urban,0.0,900.0,42
India,"PLFS Year (Jul - Jun), 2020",Male,Diploma Or Certificate (Below Graduate Level) in Agriculture -07,Rural+Urban,0.0,867.0,37
India,"PLFS Year (Jul - Jun), 2020",Female,Diploma Or Certificate (Below Graduate Level) in Agriculture -07,Rural+Urban,0.0,452.0,21
India,"PLFS Year (Jul - Jun), 2020",Persons,Diploma Or Certificate (Below Graduate Level) in Agriculture -07,Rural+Urban,0.0,1320.0,58
India,"PLFS Year (Jul - Jun), 2020",Male,Diploma Or Certificate (Below Graduate Level) in Engineering/Technology -08,Rural,0.8,22271.0,676
India,"PLFS Year (Jul - Jun), 2020",Female,Diploma Or Certificate (Below Graduate Level) in Engineering/Technology -08,Rural,0.1,3672.0,114
India,"PLFS Year (Jul - Jun), 2020",Persons,Diploma Or Certificate (Below Graduate Level) in Engineering/Technology -08,Rural,0.4,25942.0,790
India,"PLFS Year (Jul - Jun), 2020",Male,Diploma Or Certificate (Below Graduate Level) in Engineering/Technology -08,Urban,2.0,25926.0,1254
India,"PLFS Year (Jul - Jun), 2020",Female,Diploma Or Certificate (Below Graduate Level) in Engineering/Technology -08,Urban,0.4,4438.0,272
India,"PLFS Year (Jul - Jun), 2020",Persons,Diploma Or Certificate (Below Graduate Level) in Engineering/Technology -08,Urban,1.2,30364.0,1526
India,"PLFS Year (Jul - Jun), 2020",Male,Diploma Or Certificate (Below Graduate Level) in Engineering/Technology -08,Rural+Urban,1.2,48197.0,1930
India,"PLFS Year (Jul - Jun), 2020",Female,Diploma Or Certificate (Below Graduate Level) in Engineering/Technology -08,Rural+Urban,0.2,8110.0,386
India,"PLFS Year (Jul - Jun), 2020",Persons,Diploma Or Certificate (Below Graduate Level) in Engineering/Technology -08,Rural+Urban,0.7,56306.0,2316
India,"PLFS Year (Jul - Jun), 2020",Male,Diploma Or Certificate (Below Graduate Level) in Medicine -09,Rural,0.1,2036.0,52
India,"PLFS Year (Jul - Jun), 2020",Female,Diploma Or Certificate (Below Graduate Level) in Medicine -09,Rural,0.1,2670.0,83
India,"PLFS Year (Jul - Jun), 2020",Persons,Diploma Or Certificate (Below Graduate Level) in Medicine -09,Rural,0.1,4706.0,135
India,"PLFS Year (Jul - Jun), 2020",Male,Diploma Or Certificate (Below Graduate Level) in Medicine -09,Urban,0.1,1790.0,97
India,"PLFS Year (Jul - Jun), 2020",Female,Diploma Or Certificate (Below Graduate Level) in Medicine -09,Urban,0.2,2874.0,160
India,"PLFS Year (Jul - Jun), 2020",Persons,Diploma Or Certificate (Below Graduate Level) in Medicine -09,Urban,0.2,4663.0,257
India,"PLFS Year (Jul - Jun), 2020",Male,Diploma Or Certificate (Below Graduate Level) in Medicine -09,Rural+Urban,0.1,3825.0,149
India,"PLFS Year (Jul - Jun), 2020",Female,Diploma Or Certificate (Below Graduate Level) in Medicine -09,Rural+Urban,0.1,5544.0,243
India,"PLFS Year (Jul - Jun), 2020",Persons,Diploma Or Certificate (Below Graduate Level) in Medicine -09,Rural+Urban,0.1,9369.0,392
India,"PLFS Year (Jul - Jun), 2020",Male,Diploma Or Certificate (Below Graduate Level) in Crafts -10,Rural,0.0,602.0,15
India,"PLFS Year (Jul - Jun), 2020",Female,Diploma Or Certificate (Below Graduate Level) in Crafts -10,Rural,0.0,689.0,29
India,"PLFS Year (Jul - Jun), 2020",Persons,Diploma Or Certificate (Below Graduate Level) in Crafts -10,Rural,0.0,1291.0,44
India,"PLFS Year (Jul - Jun), 2020",Male,Diploma Or Certificate (Below Graduate Level) in Crafts -10,Urban,0.0,394.0,25
India,"PLFS Year (Jul - Jun), 2020",Female,Diploma Or Certificate (Below Graduate Level) in Crafts -10,Urban,0.0,571.0,25
India,"PLFS Year (Jul - Jun), 2020",Persons,Diploma Or Certificate (Below Graduate Level) in Crafts -10,Urban,0.0,965.0,50
India,"PLFS Year (Jul - Jun), 2020",Male,Diploma Or Certificate (Below Graduate Level) in Crafts -10,Rural+Urban,0.0,996.0,40
India,"PLFS Year (Jul - Jun), 2020",Female,Diploma Or Certificate (Below Graduate Level) in Crafts -10,Rural+Urban,0.0,1260.0,54
India,"PLFS Year (Jul - Jun), 2020",Persons,Diploma Or Certificate (Below Graduate Level) in Crafts -10,Rural+Urban,0.0,2256.0,94
India,"PLFS Year (Jul - Jun), 2020",Male,Diploma Or Certificate (Below Graduate Level) in Other Subjects -11,Rural,0.5,13702.0,475
India,"PLFS Year (Jul - Jun), 2020",Female,Diploma Or Certificate (Below Graduate Level) in Other Subjects -11,Rural,0.3,9086.0,338
India,"PLFS Year (Jul - Jun), 2020",Persons,Diploma Or Certificate (Below Graduate Level) in Other Subjects -11,Rural,0.4,22788.0,813
India,"PLFS Year (Jul - Jun), 2020",Male,Diploma Or Certificate (Below Graduate Level) in Other Subjects -11,Urban,0.9,11648.0,594
India,"PLFS Year (Jul - Jun), 2020",Female,Diploma Or Certificate (Below Graduate Level) in Other Subjects -11,Urban,0.7,8544.0,490
India,"PLFS Year (Jul - Jun), 2020",Persons,Diploma Or Certificate (Below Graduate Level) in Other Subjects -11,Urban,0.8,20192.0,1084
India,"PLFS Year (Jul - Jun), 2020",Male,Diploma Or Certificate (Below Graduate Level) in Other Subjects -11,Rural+Urban,0.6,25350.0,1069
India,"PLFS Year (Jul - Jun), 2020",Female,Diploma Or Certificate (Below Graduate Level) in Other Subjects -11,Rural+Urban,0.4,17629.0,828
India,"PLFS Year (Jul - Jun), 2020",Persons,Diploma Or Certificate (Below Graduate Level) in Other Subjects -11,Rural+Urban,0.5,42979.0,1897
India,"PLFS Year (Jul - Jun), 2020",Male,Diploma Or Certificate (Graduate And Above Level) in Agriculture -12,Rural,0.0,330.0,11
India,"PLFS Year (Jul - Jun), 2020",Female,Diploma Or Certificate (Graduate And Above Level) in Agriculture -12,Rural,0.0,160.0,11
India,"PLFS Year (Jul - Jun), 2020",Persons,Diploma Or Certificate (Graduate And Above Level) in Agriculture -12,Rural,0.0,491.0,22
India,"PLFS Year (Jul - Jun), 2020",Male,Diploma Or Certificate (Graduate And Above Level) in Agriculture -12,Urban,0.0,456.0,28
India,"PLFS Year (Jul - Jun), 2020",Female,Diploma Or Certificate (Graduate And Above Level) in Agriculture -12,Urban,0.0,309.0,17
India,"PLFS Year (Jul - Jun), 2020",Persons,Diploma Or Certificate (Graduate And Above Level) in Agriculture -12,Urban,0.0,765.0,45
India,"PLFS Year (Jul - Jun), 2020",Male,Diploma Or Certificate (Graduate And Above Level) in Agriculture -12,Rural+Urban,0.0,787.0,39
India,"PLFS Year (Jul - Jun), 2020",Female,Diploma Or Certificate (Graduate And Above Level) in Agriculture -12,Rural+Urban,0.0,469.0,28
India,"PLFS Year (Jul - Jun), 2020",Persons,Diploma Or Certificate (Graduate And Above Level) in Agriculture -12,Rural+Urban,0.0,1256.0,67
India,"PLFS Year (Jul - Jun), 2020",Male,Diploma Or Certificate (Graduate And Above Level) in Engineering/Technology -13,Rural,0.2,5494.0,146
India,"PLFS Year (Jul - Jun), 2020",Female,Diploma Or Certificate (Graduate And Above Level) in Engineering/Technology -13,Rural,0.1,1757.0,44
India,"PLFS Year (Jul - Jun), 2020",Persons,Diploma Or Certificate (Graduate And Above Level) in Engineering/Technology -13,Rural,0.1,7251.0,190
India,"PLFS Year (Jul - Jun), 2020",Male,Diploma Or Certificate (Graduate And Above Level) in Engineering/Technology -13,Urban,0.7,9359.0,445
India,"PLFS Year (Jul - Jun), 2020",Female,Diploma Or Certificate (Graduate And Above Level) in Engineering/Technology -13,Urban,0.3,3710.0,163
India,"PLFS Year (Jul - Jun), 2020",Persons,Diploma Or Certificate (Graduate And Above Level) in Engineering/Technology -13,Urban,0.5,13070.0,608
India,"PLFS Year (Jul - Jun), 2020",Male,Diploma Or Certificate (Graduate And Above Level) in Engineering/Technology -13,Rural+Urban,0.4,14853.0,591
India,"PLFS Year (Jul - Jun), 2020",Female,Diploma Or Certificate (Graduate And Above Level) in Engineering/Technology -13,Rural+Urban,0.1,5467.0,207
India,"PLFS Year (Jul - Jun), 2020",Persons,Diploma Or Certificate (Graduate And Above Level) in Engineering/Technology -13,Rural+Urban,0.2,20320.0,798
India,"PLFS Year (Jul - Jun), 2020",Male,Diploma Or Certificate (Graduate And Above Level) in Medicine -14,Rural,0.0,1016.0,27
India,"PLFS Year (Jul - Jun), 2020",Female,Diploma Or Certificate (Graduate And Above Level) in Medicine -14,Rural,0.0,471.0,23
India,"PLFS Year (Jul - Jun), 2020",Persons,Diploma Or Certificate (Graduate And Above Level) in Medicine -14,Rural,0.0,1487.0,50
India,"PLFS Year (Jul - Jun), 2020",Male,Diploma Or Certificate (Graduate And Above Level) in Medicine -14,Urban,0.2,2319.0,103
India,"PLFS Year (Jul - Jun), 2020",Female,Diploma Or Certificate (Graduate And Above Level) in Medicine -14,Urban,0.1,1798.0,100
India,"PLFS Year (Jul - Jun), 2020",Persons,Diploma Or Certificate (Graduate And Above Level) in Medicine -14,Urban,0.2,4117.0,203
India,"PLFS Year (Jul - Jun), 2020",Male,Diploma Or Certificate (Graduate And Above Level) in Medicine -14,Rural+Urban,0.1,3335.0,130
India,"PLFS Year (Jul - Jun), 2020",Female,Diploma Or Certificate (Graduate And Above Level) in Medicine -14,Rural+Urban,0.1,2269.0,123
India,"PLFS Year (Jul - Jun), 2020",Persons,Diploma Or Certificate (Graduate And Above Level) in Medicine -14,Rural+Urban,0.1,5605.0,253
India,"PLFS Year (Jul - Jun), 2020",Male,Diploma Or Certificate (Graduate And Above Level) in Crafts -15,Rural,0.0,239.0,5
India,"PLFS Year (Jul - Jun), 2020",Female,Diploma Or Certificate (Graduate And Above Level) in Crafts -15,Rural,0.0,26.0,4
India,"PLFS Year (Jul - Jun), 2020",Persons,Diploma Or Certificate (Graduate And Above Level) in Crafts -15,Rural,0.0,266.0,9
India,"PLFS Year (Jul - Jun), 2020",Male,Diploma Or Certificate (Graduate And Above Level) in Crafts -15,Urban,0.0,183.0,7
India,"PLFS Year (Jul - Jun), 2020",Female,Diploma Or Certificate (Graduate And Above Level) in Crafts -15,Urban,0.0,139.0,8
India,"PLFS Year (Jul - Jun), 2020",Persons,Diploma Or Certificate (Graduate And Above Level) in Crafts -15,Urban,0.0,322.0,15
India,"PLFS Year (Jul - Jun), 2020",Male,Diploma Or Certificate (Graduate And Above Level) in Crafts -15,Rural+Urban,0.0,422.0,12
India,"PLFS Year (Jul - Jun), 2020",Female,Diploma Or Certificate (Graduate And Above Level) in Crafts -15,Rural+Urban,0.0,165.0,12
India,"PLFS Year (Jul - Jun), 2020",Persons,Diploma Or Certificate (Graduate And Above Level) in Crafts -15,Rural+Urban,0.0,588.0,24
India,"PLFS Year (Jul - Jun), 2020",Male,Diploma Or Certificate (Graduate And Above Level) in Other Subjects -16,Rural,0.2,6404.0,213
India,"PLFS Year (Jul - Jun), 2020",Female,Diploma Or Certificate (Graduate And Above Level) in Other Subjects -16,Rural,0.2,6012.0,168
India,"PLFS Year (Jul - Jun), 2020",Persons,Diploma Or Certificate (Graduate And Above Level) in Other Subjects -16,Rural,0.2,12417.0,381
India,"PLFS Year (Jul - Jun), 2020",Male,Diploma Or Certificate (Graduate And Above Level) in Other Subjects -16,Urban,0.6,8150.0,418
India,"PLFS Year (Jul - Jun), 2020",Female,Diploma Or Certificate (Graduate And Above Level) in Other Subjects -16,Urban,0.6,7998.0,411
India,"PLFS Year (Jul - Jun), 2020",Persons,Diploma Or Certificate (Graduate And Above Level) in Other Subjects -16,Urban,0.6,16147.0,829
India,"PLFS Year (Jul - Jun), 2020",Male,Diploma Or Certificate (Graduate And Above Level) in Other Subjects -16,Rural+Urban,0.3,14554.0,631
India,"PLFS Year (Jul - Jun), 2020",Female,Diploma Or Certificate (Graduate And Above Level) in Other Subjects -16,Rural+Urban,0.3,14010.0,579
India,"PLFS Year (Jul - Jun), 2020",Persons,Diploma Or Certificate (Graduate And Above Level) in Other Subjects -16,Rural+Urban,0.3,28564.0,1210
India,"PLFS Year (Jul - Jun), 2019",Male,No Technical Education -01,Rural,97.9,2793643.0,88733
India,"PLFS Year (Jul - Jun), 2019",Female,No Technical Education -01,Rural,99.0,2814663.0,88134
India,"PLFS Year (Jul - Jun), 2019",Persons,No Technical Education -01,Rural,98.4,5608306.0,176867
India,"PLFS Year (Jul - Jun), 2019",Male,No Technical Education -01,Urban,92.2,1239439.0,65827
India,"PLFS Year (Jul - Jun), 2019",Female,No Technical Education -01,Urban,95.3,1252651.0,66698
India,"PLFS Year (Jul - Jun), 2019",Persons,No Technical Education -01,Urban,93.7,2492090.0,132525
India,"PLFS Year (Jul - Jun), 2019",Male,No Technical Education -01,Rural+Urban,96.0,4033082.0,154560
India,"PLFS Year (Jul - Jun), 2019",Female,No Technical Education -01,Rural+Urban,97.8,4067314.0,154832
India,"PLFS Year (Jul - Jun), 2019",Persons,No Technical Education -01,Rural+Urban,96.9,8100396.0,309392
India,"PLFS Year (Jul - Jun), 2019",Male,Technical Degree in Agriculture -02,Rural,0.0,260.0,12
India,"PLFS Year (Jul - Jun), 2019",Female,Technical Degree in Agriculture -02,Rural,0.0,35.0,4
India,"PLFS Year (Jul - Jun), 2019",Persons,Technical Degree in Agriculture -02,Rural,0.0,295.0,16
India,"PLFS Year (Jul - Jun), 2019",Male,Technical Degree in Agriculture -02,Urban,0.1,1003.0,45
India,"PLFS Year (Jul - Jun), 2019",Female,Technical Degree in Agriculture -02,Urban,0.0,355.0,21
India,"PLFS Year (Jul - Jun), 2019",Persons,Technical Degree in Agriculture -02,Urban,0.1,1358.0,66
India,"PLFS Year (Jul - Jun), 2019",Male,Technical Degree in Agriculture -02,Rural+Urban,0.0,1263.0,57
India,"PLFS Year (Jul - Jun), 2019",Female,Technical Degree in Agriculture -02,Rural+Urban,0.0,390.0,25
India,"PLFS Year (Jul - Jun), 2019",Persons,Technical Degree in Agriculture -02,Rural+Urban,0.0,1653.0,82
India,"PLFS Year (Jul - Jun), 2019",Male,Technical Degree in Engineering/Technology -03,Rural,0.3,9101.0,256
India,"PLFS Year (Jul - Jun), 2019",Female,Technical Degree in Engineering/Technology -03,Rural,0.1,3489.0,64
India,"PLFS Year (Jul - Jun), 2019",Persons,Technical Degree in Engineering/Technology -03,Rural,0.2,12589.0,320
India,"PLFS Year (Jul - Jun), 2019",Male,Technical Degree in Engineering/Technology -03,Urban,2.1,27947.0,1170
India,"PLFS Year (Jul - Jun), 2019",Female,Technical Degree in Engineering/Technology -03,Urban,0.7,9812.0,434
India,"PLFS Year (Jul - Jun), 2019",Persons,Technical Degree in Engineering/Technology -03,Urban,1.4,37759.0,1604
India,"PLFS Year (Jul - Jun), 2019",Male,Technical Degree in Engineering/Technology -03,Rural+Urban,0.9,37048.0,1426
India,"PLFS Year (Jul - Jun), 2019",Female,Technical Degree in Engineering/Technology -03,Rural+Urban,0.3,13301.0,498
India,"PLFS Year (Jul - Jun), 2019",Persons,Technical Degree in Engineering/Technology -03,Rural+Urban,0.6,50348.0,1924
India,"PLFS Year (Jul - Jun), 2019",Male,Technical Degree in Medicine -04,Rural,0.0,963.0,31
India,"PLFS Year (Jul - Jun), 2019",Female,Technical Degree in Medicine -04,Rural,0.0,836.0,30
India,"PLFS Year (Jul - Jun), 2019",Persons,Technical Degree in Medicine -04,Rural,0.0,1798.0,61
India,"PLFS Year (Jul - Jun), 2019",Male,Technical Degree in Medicine -04,Urban,0.3,3766.0,192
India,"PLFS Year (Jul - Jun), 2019",Female,Technical Degree in Medicine -04,Urban,0.3,3509.0,174
India,"PLFS Year (Jul - Jun), 2019",Persons,Technical Degree in Medicine -04,Urban,0.3,7275.0,366
India,"PLFS Year (Jul - Jun), 2019",Male,Technical Degree in Medicine -04,Rural+Urban,0.1,4729.0,223
India,"PLFS Year (Jul - Jun), 2019",Female,Technical Degree in Medicine -04,Rural+Urban,0.1,4344.0,204
India,"PLFS Year (Jul - Jun), 2019",Persons,Technical Degree in Medicine -04,Rural+Urban,0.1,9074.0,427
India,"PLFS Year (Jul - Jun), 2019",Male,Technical Degree in Crafts -05,Rural,0.0,16.0,2
India,"PLFS Year (Jul - Jun), 2019",Female,Technical Degree in Crafts -05,Rural,0.0,9.0,2
India,"PLFS Year (Jul - Jun), 2019",Persons,Technical Degree in Crafts -05,Rural,0.0,25.0,4
India,"PLFS Year (Jul - Jun), 2019",Male,Technical Degree in Crafts -05,Urban,0.0,389.0,14
India,"PLFS Year (Jul - Jun), 2019",Female,Technical Degree in Crafts -05,Urban,0.0,133.0,8
India,"PLFS Year (Jul - Jun), 2019",Persons,Technical Degree in Crafts -05,Urban,0.0,522.0,22
India,"PLFS Year (Jul - Jun), 2019",Male,Technical Degree in Crafts -05,Rural+Urban,0.0,405.0,16
India,"PLFS Year (Jul - Jun), 2019",Female,Technical Degree in Crafts -05,Rural+Urban,0.0,143.0,10
India,"PLFS Year (Jul - Jun), 2019",Persons,Technical Degree in Crafts -05,Rural+Urban,0.0,547.0,26
India,"PLFS Year (Jul - Jun), 2019",Male,Technical Degree in Other Subjects -06,Rural,0.2,7135.0,255
India,"PLFS Year (Jul - Jun), 2019",Female,Technical Degree in Other Subjects -06,Rural,0.2,5177.0,174
India,"PLFS Year (Jul - Jun), 2019",Persons,Technical Degree in Other Subjects -06,Rural,0.2,12311.0,429
India,"PLFS Year (Jul - Jun), 2019",Male,Technical Degree in Other Subjects -06,Urban,0.8,11360.0,552
India,"PLFS Year (Jul - Jun), 2019",Female,Technical Degree in Other Subjects -06,Urban,1.3,17315.0,572
India,"PLFS Year (Jul - Jun), 2019",Persons,Technical Degree in Other Subjects -06,Urban,1.1,28676.0,1124
India,"PLFS Year (Jul - Jun), 2019",Male,Technical Degree in Other Subjects -06,Rural+Urban,0.4,18495.0,807
India,"PLFS Year (Jul - Jun), 2019",Female,Technical Degree in Other Subjects -06,Rural+Urban,0.5,22492.0,746
India,"PLFS Year (Jul - Jun), 2019",Persons,Technical Degree in Other Subjects -06,Rural+Urban,0.5,40987.0,1553
India,"PLFS Year (Jul - Jun), 2019",Male,Diploma Or Certificate (Below Graduate Level) in Agriculture -07,Rural,0.0,957.0,28
India,"PLFS Year (Jul - Jun), 2019",Female,Diploma Or Certificate (Below Graduate Level) in Agriculture -07,Rural,0.0,292.0,12
India,"PLFS Year (Jul - Jun), 2019",Persons,Diploma Or Certificate (Below Graduate Level) in Agriculture -07,Rural,0.0,1249.0,40
India,"PLFS Year (Jul - Jun), 2019",Male,Diploma Or Certificate (Below Graduate Level) in Agriculture -07,Urban,0.1,1007.0,46
India,"PLFS Year (Jul - Jun), 2019",Female,Diploma Or Certificate (Below Graduate Level) in Agriculture -07,Urban,0.0,493.0,21
India,"PLFS Year (Jul - Jun), 2019",Persons,Diploma Or Certificate (Below Graduate Level) in Agriculture -07,Urban,0.1,1501.0,67
India,"PLFS Year (Jul - Jun), 2019",Male,Diploma Or Certificate (Below Graduate Level) in Agriculture -07,Rural+Urban,0.0,1964.0,74
India,"PLFS Year (Jul - Jun), 2019",Female,Diploma Or Certificate (Below Graduate Level) in Agriculture -07,Rural+Urban,0.0,786.0,33
India,"PLFS Year (Jul - Jun), 2019",Persons,Diploma Or Certificate (Below Graduate Level) in Agriculture -07,Rural+Urban,0.0,2750.0,107
India,"PLFS Year (Jul - Jun), 2019",Male,Diploma Or Certificate (Below Graduate Level) in Engineering/Technology -08,Rural,0.7,21071.0,706
India,"PLFS Year (Jul - Jun), 2019",Female,Diploma Or Certificate (Below Graduate Level) in Engineering/Technology -08,Rural,0.1,3112.0,134
India,"PLFS Year (Jul - Jun), 2019",Persons,Diploma Or Certificate (Below Graduate Level) in Engineering/Technology -08,Rural,0.4,24183.0,840
India,"PLFS Year (Jul - Jun), 2019",Male,Diploma Or Certificate (Below Graduate Level) in Engineering/Technology -08,Urban,1.8,24521.0,1197
India,"PLFS Year (Jul - Jun), 2019",Female,Diploma Or Certificate (Below Graduate Level) in Engineering/Technology -08,Urban,0.4,5660.0,307
India,"PLFS Year (Jul - Jun), 2019",Persons,Diploma Or Certificate (Below Graduate Level) in Engineering/Technology -08,Urban,1.1,30181.0,1504
India,"PLFS Year (Jul - Jun), 2019",Male,Diploma Or Certificate (Below Graduate Level) in Engineering/Technology -08,Rural+Urban,1.1,45592.0,1903
India,"PLFS Year (Jul - Jun), 2019",Female,Diploma Or Certificate (Below Graduate Level) in Engineering/Technology -08,Rural+Urban,0.2,8772.0,441
India,"PLFS Year (Jul - Jun), 2019",Persons,Diploma Or Certificate (Below Graduate Level) in Engineering/Technology -08,Rural+Urban,0.7,54364.0,2344
India,"PLFS Year (Jul - Jun), 2019",Male,Diploma Or Certificate (Below Graduate Level) in Medicine -09,Rural,0.0,1086.0,37
India,"PLFS Year (Jul - Jun), 2019",Female,Diploma Or Certificate (Below Graduate Level) in Medicine -09,Rural,0.1,2077.0,69
